id	pid	snippet	core
p486-2.8	2.8	メンテナンス  システムの定期的な、かつ、適時のメンテナンス 主要チェックリスト対象  次の事項の管理：システム・メンテナンスのためのツ	text/oecd-tpg-2022/ch05-app04-pack-00.txt
p487-2.9	2.9	システム及び通信の保護  情報システム内外からの通信を監視、管理及び保護す 主要チェックリスト対象 るための手続 自国の税務当局は、秘密デ	text/oecd-tpg-2022/ch05-app04-pack-00.txt
p487-2.10	2.10	システム及び情報の完全性  情報システムの欠陥を適時に特定、報告及び修正する ための手続 主要チェックリスト対象  悪質なコードからの保	text/oecd-tpg-2022/ch05-app04-pack-00.txt
p487-2.11	2.11	セキュリティ評価  データの保護、不具合の修正及び脆弱性の緩和のため 主要チェックリスト対象 のセキュリティ管理の試験、検証及び認可を行う	text/oecd-tpg-2022/ch05-app04-pack-00.txt
p487-2.12	2.12	緊急時対応計画  情報システムの緊急時対応、バックアップ操作及び災 主要チェックリスト対象 害後修復に関する計画 自国の税務当局は、不適切	text/oecd-tpg-2022/ch05-app04-pack-00.txt
p488-2.13	2.13	リスク・アセスメント  納税者情報への不正アクセスの潜在的リスク  納税者情報システムの不正使用、不正開示又は混乱の 主要チェックリスト	text/oecd-tpg-2022/ch05-app04-pack-00.txt
p488-2.14	2.14	システム及びサービスの取得  第三者である情報システムの供給業者にコンピュータ 主要チェックリスト対象 ー・セキュリティの要求事項に従って	text/oecd-tpg-2022/ch05-app04-pack-00.txt
p488-2.15	2.15	メディアの保護  印刷形態又はデジタル形態の情報を保護するためのプ ロセス  メディア情報へのアクセス主体を権限のあるユーザー 主要チェ	text/oecd-tpg-2022/ch05-app04-pack-00.txt
p489-2.16	2.16	条約上交換されたデータの保護（従前は、データ混合の予防）  条約上交換されたファイルが確実に保護され、かつ、 主要チェックリスト対象 明確	text/oecd-tpg-2022/ch05-app04-pack-00.txt
p489-2.17	2.17	情報処分方針  紙ファイル及び電子ファイルの適切な処分に関する手 主要チェックリスト対象 続 自国の税務当局は、秘密情報の処分に関し、どの	text/oecd-tpg-2022/ch05-app04-pack-00.txt
p489-3.1	3.1	罰則及び制裁  不正開示に対して科される罰則 主要チェックリスト対象  リスク軽減行動 自国の税務当局は、秘密情報の不正開示に対して罰則	text/oecd-tpg-2022/ch05-app04-pack-00.txt
p490-3.2.1	3.2.1	不正なアクセス及び開示の取締  違反を検出するための監視 主要チェックリスト対象  違反の報告 自国の税務当局は、秘密保持上の違反を監視	text/oecd-tpg-2022/ch05-app04-pack-00.txt
p490-3.2.2	3.2.2	制裁及び先行経験  先行する不正開示 主要チェックリスト対象  将来における違反を予防するための方針／プロセスの 変更 自国内で秘密情報	text/oecd-tpg-2022/ch05-app04-pack-01.part-01.txt
p199-6.1	6.1	OECD モデル租税条約第 9 条に基づき、無形資産の使用又は移転において、二 の関連者間で、独立の企業の間に設けられる条件と異なる条件が設	text/oecd-tpg-2022/ch06-pack-00.txt
p199-6.2	6.2	第 6 章の目的は、無形資産の使用又は移転を伴う取引に関する独立企業間条件 を決定するため、特別の指針を示すことである。OECD モデル租税	text/oecd-tpg-2022/ch06-pack-00.txt
p199-6.3	6.3	本ガイドライン第 1～3章の原則は、無形資産が関わる取引及び関わらない取引 のいずれに対しても等しく適用される。これらの原則に基づき、その他	text/oecd-tpg-2022/ch06-pack-00.txt
p200-6.4	6.4	無形資産の使用又は移転に関する独立企業間の条件を決定するためには、第 1 章 D.1 に従った機能分析及び比較可能性分析を行うことが重要であ	text/oecd-tpg-2022/ch06-pack-00.txt
p200-6.5	6.5	無形資産という用語の定義は、狭すぎても広すぎても、結果として移転価格分 析における困難さを生じさせ得る。無形資産という用語に狭すぎる定義が適	text/oecd-tpg-2022/ch06-pack-00.txt
p200-6.6	6.6	このため本ガイドラインにおいて、「無形資産」という用語は、有形資産や金 融資産2ではなく、商業活動で使用するに当たり所有又は支配することがで	text/oecd-tpg-2022/ch06-pack-00.txt
p201-6.7	6.7	移転価格算定上考慮することが重要な無形資産が、必ずしも会計上の無形資産 として認識されるわけではない。例えば、研究開発費や広告費等などの無形	text/oecd-tpg-2022/ch06-pack-00.txt
p201-6.8	6.8	法令、契約又はその他の形態による保護の範囲及び程度が、ある事物の価値や その事物に帰属すべき利益に影響する場合がある。しかし、そのような保護	text/oecd-tpg-2022/ch06-pack-00.txt
p201-6.9	6.9	市場の条件又は現地市場の状況と無形資産を区別することは重要である。当該 市場における家計の可処分所得水準や、市場の規模又は相対的な競争状況等	text/oecd-tpg-2022/ch06-pack-00.txt
p201-6.10	6.10	特定の事例における事実及び状況において、ある事物を無形資産として特定す ることは、その使用又は譲渡に関する価格を算定するプロセスとは別のもの	text/oecd-tpg-2022/ch06-pack-00.txt
p202-6.11	6.11	無形資産が存在するか、また、いつ存在するかするか、及び無形資産が使用又 は移転されたかの判断に当たっては、よく注意を払うべきである。例えば、	text/oecd-tpg-2022/ch06-pack-00.txt
p202-6.12	6.12	無形資産の移転価格分析においては、無形資産を具体的に特定することが重要 である。機能分析によって対象となる無形資産を特定すべきであり、さらに	text/oecd-tpg-2022/ch06-pack-00.txt
p202-6.13	6.13	本章の指針は、移転価格上の問題のみを取り上げる。その他の税目的と関連づ けることは意図していない。例えば、OECD モデル租税条約第 12 	text/oecd-tpg-2022/ch06-pack-00.txt
p203-6.14	6.14	本章の指針は、所得の認識、無形資産開発費用の資産計上、償却又は類似の事 項にも関連しない。従って、例えば、状況に応じて特定の種類の無形資産の	text/oecd-tpg-2022/ch06-pack-00.txt
p203-6.15	6.15	無形資産に関する移転価格の議論において、無形資産は、様々なカテゴリーに 分類される場合がある。商業上の無形資産とマーケティング上の無形資産、	text/oecd-tpg-2022/ch06-pack-00.txt
p203-6.16	6.16	しかし、無形資産の分類は、移転価格の議論に当たってよく用いられる。議論 を容易にするため、このようによく使用される用語「マーケティング上の無	text/oecd-tpg-2022/ch06-pack-00.txt
p203-6.17	6.17	このガイドラインでは「ユニークで価値ある」無形資産に言及することがある。 「ユニークで価値ある」無形資産とは、（i）潜在的に比較可能性のある	text/oecd-tpg-2022/ch06-pack-00.txt
p204-6.18	6.18	本章では、無形資産が関わる移転価格分析に当たってよく検討される事項の事 例を示す。これらは、A.1 の規定の明確化を意図しているが、詳細な分	text/oecd-tpg-2022/ch06-pack-00.txt
