id	pid	snippet	core
p179-4.163	4.163	APA 手続の性質に鑑み、コンプライアンスに前向きな納税者が APA に関心 を示すことにも懸念が表明されている。いくつかの国の経験によれば	text/oecd-tpg-2022/ch04-pack-06.txt
p180-4.164	4.164	上に述べた懸念に加え、APA が不適切に運用された場合には、以下に述べる ような多くの問題が生ずることになろう。そして、APA を認める税務	text/oecd-tpg-2022/ch04-pack-06.txt
p180-4.165	4.165	例えば、APA においては、これまで移転価格の調査で必要とされたであろう 情報に比較して、その産業に固有なまた納税者に固有なより詳細な情報の	text/oecd-tpg-2022/ch04-pack-06.txt
p180-4.166	4.166	さらに、APA に係る別の懸念があるとすれば、（個別の事案の事実及び状況 にもよるが）税務当局が対象となっている取引について、移転価格調査の	text/oecd-tpg-2022/ch04-pack-06.txt
p180-4.167	4.167	税務当局が、APA で入手した情報を、調査において用いることになれば、問 題が生じ得る。納税者が APA 申請を取下げした場合、又は、全ての	text/oecd-tpg-2022/ch04-pack-06.txt
p181-4.168	4.168	税務当局は、APA 手続の過程において提出された営業上の秘密及びその他の センシティブな情報及び書類の守秘義務を確保するべきである。したがっ	text/oecd-tpg-2022/ch04-pack-06.txt
p181-4.169	4.169	APA は、その手続が広範で時間がかかること、及び、小規模納税者は一般に APA を実施する余裕がないことから、全ての納税者が利用できるわけ	text/oecd-tpg-2022/ch04-pack-06.txt
p181-4.170	4.170	1995 年に本ガイドラインが公表された後、極めて多くの OECD 加盟国が APA の経験を積んできている。これらの経験を有する国は、現在	text/oecd-tpg-2022/ch04-pack-06.txt
p181-4.171	4.171	ユニラテラル APA の問題と同様、加盟国間での APA の形式及び対象に係る 問題を完全に解決し合意するためには、より多くの経験が必要であ	text/oecd-tpg-2022/ch04-pack-06.txt
p181-4.172	4.172	APA の範囲を考慮するとき、納税者と税務当局は、信頼性のない予測を排除 するため、予測の信頼性には多大なる注意を払う必要がある。一般に、A	text/oecd-tpg-2022/ch04-pack-06.txt
p182-4.173	4.173	可能な限り、二国間（又は多国間）ベースの APAが、条約上の相互協議を通 じ CA間で締結されるべきである。二国間 APAは、納税者が、費用	text/oecd-tpg-2022/ch04-pack-06.txt
p182-4.174	4.174	これまで議論したように、APA 手続の特質から見て、APA は事実上、大規模 納税者のみが利用できるのかもしれない。APA が利用できる者が	text/oecd-tpg-2022/ch04-pack-07.txt
p182-4.175	4.175	APA を採用する国の間で、APA の執行がより一貫したものとなるのであれば、 それは税務当局及び納税者の双方にとって有用となる。したがって	text/oecd-tpg-2022/ch04-pack-07.txt
p182-4.176	4.176	加えて、条約相手国との二国間 APAは、ある種の要件に従うべきである。例 えば、同一の必要かつ不可欠の情報は各税務当局が同時に利用可能なもの	text/oecd-tpg-2022/ch04-pack-07.txt
p182-4.177	4.177	貿易と投資が次第に国際的な性格を帯びるにつれて、そのような活動から生 じる税務紛争も同様に次第に国際的になってきている。とりわけ、このような	text/oecd-tpg-2022/ch04-pack-07.txt
p183-4.178	4.178	OECD モデル租税条約の 2008 年改正において、CA が 2 年以内に合意に至る ことができなかった場合、当該事案を申し立てた者の要請	text/oecd-tpg-2022/ch04-pack-07.txt
