id	pid	snippet	core
p270-7.39	7.39	一つの例としては、多国籍企業グループが経済的理由から活動を集中化すると 決定した場合の負債ファクタリング活動がある。例えば、流動性、通貨及び	text/oecd-tpg-2022/ch07-pack-01.txt
p271-7.40	7.40	企業グループ内役務提供に関するであろう活動の他の例は、製造又は組立業務 である。これらの活動は、一般的に受託製造と呼ばれるものを含む様々な形	text/oecd-tpg-2022/ch07-pack-01.txt
p271-7.41	7.41	研究も同様に企業グループ内役務提供に関するであろう活動の例の一つである。 一般的に受託研究として知られているが、活動の条件は、役務を委託する	text/oecd-tpg-2022/ch07-pack-01.txt
p271-7.42	7.42	企業グループ内役務提供の他の例は、ライセンスの管理である。無形資産に係 る権利の管理及び実施は、このガイドラインの適用上これらの権利の使用と	text/oecd-tpg-2022/ch07-pack-01.txt
p271-7.43	7.43	この節では、低付加価値企業グループ内役務提供と呼ばれる企業グループ内役 務提供に関する具体的なガイドラインを定める。D.1 節では、低付加価	text/oecd-tpg-2022/ch07-pack-01.txt
p272-7.44	7.44	この節では、D.2 節で議論する選択制の簡便法を適用する際の低付加価値企業 グループ内役務提供に関して、定義上の問題を議論する。まず、選択制	text/oecd-tpg-2022/ch07-pack-01.txt
p272-7.45	7.45	簡便法が適切な低付加価値企業グループ内役務提供とは、多国籍企業グループ のメンバーが他のメンバーに代わって提供する役務であり、以下のようなも	text/oecd-tpg-2022/ch07-pack-01.txt
p272-7.46	7.46	本節の指針は、一般的に低付加価値企業グループ内役務提供と認められる役務 が、グループのメンバーと非関連の顧客に提供された場合には適用されない	text/oecd-tpg-2022/ch07-pack-01.txt
p272-7.47	7.47	以下の活動は、この節で述べる簡便法に適したものではないだろう。 ・ 多国籍企業グループの中核的事業を構成する役務 ・ 研究開発サービス（パラ	text/oecd-tpg-2022/ch07-pack-01.txt
p273-7.48	7.48	パラグラフ 7.45 で定義された簡便法が適用されない活動が高い収益性を生み 出すことを意味するとは解釈すべきではない。当該活動は、低付加価	text/oecd-tpg-2022/ch07-pack-01.txt
p273-7.49	7.49	以下の項目は、パラグラフ 7.45 に示した低付加価値役務の定義に該当すると 考えられる役務の例である。 ・ 会計及び監査、例えば、財務諸表	text/oecd-tpg-2022/ch07-pack-02.txt
p274-7.50	7.50	以下の事例は、低付加価値企業グループ内役務提供の定義の重要な要素、すな わち、当該役務には、多国籍企業グループの中核的事業を構成するものは含	text/oecd-tpg-2022/ch07-pack-02.txt
p275-7.51	7.51	低付加価値企業グループ内役務提供の定義によれば、こうした役務は支援的な 性質を持つとしており、多国籍企業グループの中核的事業を構成するもので	text/oecd-tpg-2022/ch07-pack-02.txt
p275-7.52	7.52	この項では、低付加価値企業グループ内役務提供に対する対価算定の簡便法に ついて、その諸要素を述べる。当該簡便法は、多国籍企業グループのメンバ	text/oecd-tpg-2022/ch07-pack-02.txt
p275-7.45	7.45	で言及した簡便法の条件に適合する際に税務当局が簡便法の適用を受け入れた 場合、多国籍企業グループには、一定の活動に対して請求した対価が税務当	text/oecd-tpg-2022/ch07-pack-02.txt
p276-7.53	7.53	ある税務当局が簡便法を採用せず、多国籍企業グループがその税務当局の要求 に従った場合でも、これに応じたことにより、他国における簡便法の適用が	text/oecd-tpg-2022/ch07-pack-02.txt
p276-7.54	7.54	パラグラフ 7.6 で述べたように、独立企業原則において、企業グループ内役務 提供への支払い義務は、便益テストが満たされた場合にのみ発生する	text/oecd-tpg-2022/ch07-pack-02.txt
p276-7.55	7.55	低付加価値企業グループ内役務提供が当該役務の全ての受領者に便益をもたら し得るとしても、便益の程度及び独立企業であれば当該役務に対価を支払う	text/oecd-tpg-2022/ch07-pack-02.txt
p277-7.56	7.56	低付加価値企業グループ内役務提供に対する簡便法を適用するに当たっての第 1 ステップは、低付加価値企業グループ内役務提供を行うグループの全メ	text/oecd-tpg-2022/ch07-pack-02.txt
p277-7.57	7.57	第 2 ステップは、グループの特定メンバー１社が他の特定メンバー1 社のため だけに行う役務提供に係る費用を特定し、プールから除くことである	text/oecd-tpg-2022/ch07-pack-02.txt
p277-7.58	7.58	計算のこの段階で、多国籍企業グループは、グループ内の複数メンバーに提供 された低付加価値役務提供のカテゴリーに含まれるコストプールを確認した	text/oecd-tpg-2022/ch07-pack-02.txt
p277-7.59	7.59	低付加価値企業グループ内役務提供費用に係る簡便法の第 3ステップは、複数 のグループのメンバーが便益を受ける役務のコストプール内の費用をグル	text/oecd-tpg-2022/ch07-pack-02.txt
p278-7.60	7.60	前パラグラフで挙げた配分基準の例は、網羅的なリストを意図したものではな い。事実と状況次第では、より精度の高い配分基準が使われるかもしれない	text/oecd-tpg-2022/ch07-pack-02.txt
p278-7.61	7.61	低付加価値企業グループ内役務提供の独立企業間対価を算定するに当たり、多 国籍企業グループの役務提供者は、コストプールの費用のうち、パラグラフ	text/oecd-tpg-2022/ch07-pack-02.txt
p279-7.62	7.62	パラグラフ 7.55 の規定に従い、簡便法を適用した多国籍企業グループのメン バーに対する役務提供の対価は、（i）パラグラフ 7.57 の第	text/oecd-tpg-2022/ch07-pack-02.txt
p279-7.63	7.63	本節で示された低付加価値企業グループ内役務提供に係る簡便法を適用する税 務当局は、一定の基準を導入することができ、その基準を越えた場合には簡	text/oecd-tpg-2022/ch07-pack-02.txt
p279-7.64	7.64	この簡便法の適用を選択した多国籍企業グループは、低付加価値企業グループ 内役務提供の対価に係る以下の情報と文書を準備し、税務当局の要求に基づ	text/oecd-tpg-2022/ch07-pack-02.txt
p280-7.65	7.65	低付加価値企業グループ内役務提供の対価に源泉所得税が課されることで、役 務提供者が役務提供に要した費用の総額を回収することが妨げられる恐れが	text/oecd-tpg-2022/ch07-pack-02.txt
p280-8.1	8.1	本章は、二以上の関連者間の費用分担契約（CCA：Cost Contribution Arrangement）について論じる。本章の目的は、関	text/oecd-tpg-2022/ch08-pack-00.txt
p280-8.2	8.2	B は、CCA の概念について一般的定義と概要を示し、C では、CCA への独立企 業原則の適用に関する指針を示す。C には、CCA への貢	text/oecd-tpg-2022/ch08-pack-00.txt
p281-8.3	8.3	CCA は、無形資産、有形資産又は役務提供が、参加者の個々の事業に便益をも たらすと見込まれるとの理解の下、これらを共同で開発、生産又は取得	text/oecd-tpg-2022/ch08-pack-00.txt
p281-8.4	8.4	第 1 章 D.1 で示したように、実際に行われた取引の描写があらゆる移転価格分 析の第一段階となる。契約上の合意は、実際の取引の描写の出発	text/oecd-tpg-2022/ch08-pack-00.txt
p281-8.5	8.5	CCAの主要な特徴は、貢献の共有である。CCAに参加する時点で、独立企業原 則に従い、CCA に対する貢献全体に占める各参加者の相対的持分は	text/oecd-tpg-2022/ch08-pack-00.txt
p282-8.6	8.6	CCA 活動の便益の中には、事前に決定できるものもあるが、不確実なままのも のもある。CCA 活動の中には、現在の便益を生み出すものもあれば	text/oecd-tpg-2022/ch08-pack-00.txt
p282-8.7	8.7	CCA は、（取引の税務上の結果は各国の国内法に基づいて決定されることに留 意しつつ）複数の取引を単純化する上で有用な場合もある。関連者がグ	text/oecd-tpg-2022/ch08-pack-00.txt
