id	pid	snippet	core
j01-1-1	1-1	この事務運営指針において、次に掲げる用語の意義は、それぞれ次に定めるところによる。 (1) 法 法人税法をいう。 (2) 措置法 租税特別措置法をいう。 (3) 令和２年改正法 所得税法等の一部を改正する法律（令和２年法律第８号）をいう。 	text/nta-tp-audit/jimu-ch01-pack-00.txt
j01-1-2	1-2	移転価格税制に係る事務については、この税制が独立企業原則に基づいていることに配意し、適正に行っていく必要がある。このため、次に掲げる基本方針に従って当該事務を運営する。 (1) 法人の国外関連取引に付された価格が非関連者間取引において通常付	text/nta-tp-audit/jimu-ch01-pack-00.txt
j01-1-3	1-3	別冊「移転価格税制の適用に当たっての参考事例集」は、一定の前提条件を置いた設例に基づいて移転価格税制上の取扱いを取りまとめたものである。このため、別冊で取り上げた事例以外の事例があることはもとより、類似の事例であっても、前提条件が異なること	text/nta-tp-audit/jimu-ch01-pack-00.txt
j02-2-1	2-1	措置法第66条の4の4第1項及び第2項（特定多国籍企業グループに係る国別報告事項の提供）の規定により提供される国別報告事項（同条第1項に規定する国別報告事項をいう。以下同じ。）並びに特定多国籍企業グループ（同条第4項第3号に規定する特定多国	text/nta-tp-audit/jimu-ch02-pack-00.txt
j02-2-2	2-2	署法人課税部門（税務署において法人税に関する事務を所掌する部門をいう。以下同じ。）又は局文書化制度担当課（局法人課税課、東京及び大阪国税局調査第一部国際調査管理課、名古屋国税局調査部国際調査管理課、関東信越国税局調査査察部国際調査課、札幌、	text/nta-tp-audit/jimu-ch02-pack-00.txt
j02-2-3	2-3	署法人課税部門又は局文書化制度担当課は、特定多国籍企業グループの最終親会社等又は代理親会社等の居住地国から提供された国別報告事項に相当する情報に誤り又は不備がある場合には、速やかに庁担当課に連絡する（署法人課税部門は、局法人課税課を通じて庁	text/nta-tp-audit/jimu-ch02-pack-00.txt
j02-2-4	2-4	(1) 法人が、当該事業年度において当該法人に係る国外関連者との取引を行う際に、又は当該法人の当該事業年度の法第74条第１項（確定申告）若しくは第144条の6第1項若しくは第2項（確定申告）の規定による申告書を提出する際に利用可能である最新	text/nta-tp-audit/jimu-ch02-pack-00.txt
j03-3-1	3-1	調査に当たっては、措置法通達66の４(3)−３（比較対象取引の選定に当たって検討すべき諸要素等）に掲げる諸要素等に基づいて国外関連取引の内容等を的確に把握し、形式的な検討に陥ることなく個々の取引実態に即した検討を行って移転価格税制上の問題の	text/nta-tp-audit/jimu-ch03-pack-00.txt
j03-3-10	3-10	(1) 次に掲げる経営、技術、財務又は営業上の活動その他の法人が行う活動が国外関連者に対する役務提供に該当するかどうかは、当該活動が当該国外関連者にとって経済的又は商業的価値を有するものかどうかにより判断する。具体的には、法人が当該活動を行	text/nta-tp-audit/jimu-ch03-pack-00.txt
j03-3-11	3-11	(1) 法人と国外関連者との間で行われた役務提供が次に掲げる要件の全てを満たす場合には、その対価の額を独立企業間価格として取り扱う。 イ 当該役務提供が支援的な性質のものであり、当該法人及び国外関連者が属する企業グループの中核的事業活動に直	text/nta-tp-audit/jimu-ch03-pack-00.txt
