id	pid	snippet	core
beps-a08-10-tp-value-creation-nta-ja-p131	p131	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 B.2. 他章との関係 8.9 パラグラフ 8.4 で示したとおり、CCA における移転価格分析は、他の類型の契約関係の 分析と比較して、分析の枠組みに相違はない。第1 章 D 節の指針は、関連者間のあらゆる取 引の	text/oecd-beps/beps-a08-10-tp-value-creation-nta-ja-pack-25.txt
beps-a08-10-tp-value-creation-nta-ja-p132	p132	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 を有するものの、一の参加者のみがその資産の法的所有者となることもある。参加者が CCA によって開発された資産についてこうした権利を有する場合には、当該参加者が CCA において取得した持分と整合的である限り、開発さ	text/oecd-beps/beps-a08-10-tp-value-creation-nta-ja-pack-25.txt
beps-a08-10-tp-value-creation-nta-ja-p133	p133	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 例えば研究機能といった、対象となる活動を一の企業だけで行うが、 CCA の成果物に係る 持分は受け取らない場合、当該企業は CCA の参加者ではなく、CCA へのサービス・プロバ イダーとみなされるであろう。このよう	text/oecd-beps/beps-a08-10-tp-value-creation-nta-ja-pack-26.txt
beps-a08-10-tp-value-creation-nta-ja-p134	p134	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 では参加者とならない別の企業に対象活動に関する一定の機能を外部委託することを決定す るかもしれない。このような状況において CCA 参加者は、CCA において個々に引き受けた 特定のリスクに対するコントロールを行う必	text/oecd-beps/beps-a08-10-tp-value-creation-nta-ja-pack-26.txt
beps-a08-10-tp-value-creation-nta-ja-p135	p135	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 8.21 取決めが複数の活動を対象としている場合には、各参加者の貢献の価値が参加者の相 対的な予測便益に的確に関連するように、配分方法の選定を考慮することが重要である。一 つのアプローチ（ただし、これに限られるわけで	text/oecd-beps/beps-a08-10-tp-value-creation-nta-ja-pack-26.txt
beps-a08-10-tp-value-creation-nta-ja-p136	p136	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 8.25 独立企業原則の下では、各参加者の貢献の価値は、独立企業が比較可能な状況におい て当該貢献に与えたであろう価値と整合的であるべきである。つまり、貢献は一般的に、独 立企業間原則と整合性を取るために、 CCA 	text/oecd-beps/beps-a08-10-tp-value-creation-nta-ja-pack-26.txt
beps-a08-10-tp-value-creation-nta-ja-p137	p137	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 8.29 貢献は予測便益に基づくものであるため、費用の補償による現在の貢献の評価が許容 されている場合、分析は当初から予算上の費用に基づくべきであることが一般的に示唆され る。予算の枠組みは、変動する需要水準のような	text/oecd-beps/beps-a08-10-tp-value-creation-nta-ja-pack-27.txt
beps-a08-10-tp-value-creation-nta-ja-p138	p138	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 で出した人員から構成されるリーダーシップチームの指導の下、B 社が 80%、A 社が 20%を 果たしているだろう。これら二種類の現在の貢献は、第 1 章から第 3 章及び第 6 章の指針に 基づいて、別個に分析され	text/oecd-beps/beps-a08-10-tp-value-creation-nta-ja-pack-27.txt
beps-a08-10-tp-value-creation-nta-ja-p139	p139	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 増加させ、B 社の貢献を400 万（全体の貢献の25％）に減少させるために、A 社からB 社に 対して 200 万（つまり、A 社から B 社への調整的支払 450 万から B 社から A 社への調整的 支払 250	text/oecd-beps/beps-a08-10-tp-value-creation-nta-ja-pack-27.txt
beps-a08-10-tp-value-creation-nta-ja-p140	p140	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 D. CCA への参加、脱退又は終了 8.44 CCA への参加者の変更は、通常、各参加者の貢献と予測便益の相対的持分の再評価の きっかけとなるだろう。既に活動している CCA に参加する企業は、開発が完了した又は開	text/oecd-beps/beps-a08-10-tp-value-creation-nta-ja-pack-27.txt
beps-a08-10-tp-value-creation-nta-ja-p141	p141	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 a) CCA の参加者には、（その活動の全部又は一部の実施からだけではなく）CCA 活動 自体から相互的かつ相対的な便益を得ることが期待される企業のみがなり得る。パラグ ラフ8.14 を参照。 b) 取決めにより、各	text/oecd-beps/beps-a08-10-tp-value-creation-nta-ja-pack-27.txt
beps-a08-10-tp-value-creation-nta-ja-p142	p142	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 る際に全ての参加者に対して会計原則がどのように一貫して適用されるか、に関する詳 細な説明 h) 責任及び任務の分担の見通し、及び特に CCA 活動において使用される無形資産又は 有形資産の開発・改良・維持・保護・使用	text/oecd-beps/beps-a08-10-tp-value-creation-nta-ja-pack-27.txt
beps-a08-10-tp-value-creation-nta-ja-p143	p143	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 第 8 章の付録 ‐ 費用分担取決めに関する指針を説明する事例 事例 1 1. 事例 1 は独立企業原則と整合した結果をもたらすために、貢献を価値（すなわち、独立 企業間価格）で評価すべきであるという一般原則を説明す	text/oecd-beps/beps-a08-10-tp-value-creation-nta-ja-pack-28.txt
beps-a08-10-tp-value-creation-nta-ja-p144	p144	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 合計 2,850 （総価値 5,700 の 50%） 5. CCA において、A 社及び B 社の貢献の価値は、予測便益の 2 社それぞれの相対的持分、 すなわち 50%に一致すべきである。これは、CCA における貢	text/oecd-beps/beps-a08-10-tp-value-creation-nta-ja-pack-28.txt
beps-a08-10-tp-value-creation-nta-ja-p145	p145	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 事例 2 12. サービス 1 の単位当たりの価値が 103 であること（つまり、サービス 1、サービス 2 と も低付加価値の役務提供であること）以外、事実関係は事例 1 と同じである。したがって、 サービスの費用	text/oecd-beps/beps-a08-10-tp-value-creation-nta-ja-pack-28.txt
beps-a08-10-tp-value-creation-nta-ja-p146	p146	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 事例 3 15. サービス 2 の単位当たりの価値が 120 であること（つまり、サービス 1 及びサービス 2 の価値は同じであり、両サービスとも低付加価値サービスではないこと）以外、事実関係は 事例 1 と同じで	text/oecd-beps/beps-a08-10-tp-value-creation-nta-ja-pack-28.txt
beps-a08-10-tp-value-creation-nta-ja-p147	p147	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 産を鑑みて、その無形資産の収益性は極めて高いとの見通しである。パラグラフ 8.14 から 8.18 で概説した原則に従って、A 社は自社の従業員によって、契約上引き受けたリスクに対 する必要なコントロールを行う機能を	text/oecd-beps/beps-a08-10-tp-value-creation-nta-ja-pack-28.txt
beps-a08-10-tp-value-creation-nta-ja-p148	p148	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 22. よって、CCA に関する取引の正確な描写において、パラグラフ 8.15 の指針に基づき A 社は CCA において特定のリスクをコントロールしておらず、結果としてCCA の目的物であ る成果物を共有する権利を	text/oecd-beps/beps-a08-10-tp-value-creation-nta-ja-pack-28.txt
beps-a14-best-practices-japan-2021-oecd-en-p001	p001	ctp.beps@oecd.org For more information: @OECDtax Inclusive Framework on BEPS: Action 14 Making Dispute Resolution More Effective MAP Peer Re	text/oecd-beps/beps-a14-best-practices-japan-2021-oecd-en-pack-00.txt
beps-a14-best-practices-japan-2021-oecd-en-p002	p002	Inclusive Framework of BEPS: Action 14 Making Dispute Resolution More Effective MAP Peer Review Report Japan Best Practices (2021) PUBE	text/oecd-beps/beps-a14-best-practices-japan-2021-oecd-en-pack-00.txt
beps-a14-best-practices-japan-2021-oecd-en-p003	p003	2  CTPA/CFA/NOE2(2020)42 This document, as well as any data and map included herein, are without prejudice to the status of or sovereignty 	text/oecd-beps/beps-a14-best-practices-japan-2021-oecd-en-pack-00.txt
beps-a14-best-practices-japan-2021-oecd-en-p004	p004	TABLE OF CONTENTS  3 INCLUSIVE FRAMEWORK OF BEPS: ACTION 14 MAKING DISPUTE RESOLUTION MORE EFFECTIVE MAP PEER REVIEW REPORT © OECD 2021 Tab	text/oecd-beps/beps-a14-best-practices-japan-2021-oecd-en-pack-00.txt
beps-a14-best-practices-japan-2021-oecd-en-p006	p006	ABBREVIATIONS AND ACRONYMS  5 INCLUSIVE FRAMEWORK OF BEPS: ACTION 14 MAKING DISPUTE RESOLUTION MORE EFFECTIVE MAP PEER REVIEW REPORT © OECD	text/oecd-beps/beps-a14-best-practices-japan-2021-oecd-en-pack-00.txt
beps-a14-best-practices-japan-2021-oecd-en-p008	p008	INTRODUCTION  7 INCLUSIVE FRAMEWORK OF BEPS: ACTION 14 MAKING DISPUTE RESOLUTION MORE EFFECTIVE MAP PEER REVIEW REPORT © OECD 2021 Introduc	text/oecd-beps/beps-a14-best-practices-japan-2021-oecd-en-pack-00.txt
beps-a14-best-practices-japan-2021-oecd-en-p010	p010	PART A: PREVENTING DISPUTES  9 INCLUSIVE FRAMEWORK OF BEPS: ACTION 14 MAKING DISPUTE RESOLUTION MORE EFFECTIVE MAP PEER REVIEW REPORT © OEC	text/oecd-beps/beps-a14-best-practices-japan-2021-oecd-en-pack-00.txt
