id	pid	snippet	core
beps-a04-interest-deductions-nta-ja-p046	p046	ベストプラクティスの範囲内における基準固定比率の設定要因の適用 110. 国が本章の要因を他の関連する要因とともに用いて、勧告する範囲内で基準固定比率を設定 することを勧告する。国は、比率を設定する際に要因の適用方法について独自の取組みを策定するこ とができ、これには、要因を適用	text/oecd-beps/beps-a04-interest-deductions-nta-ja-pack-08.txt
beps-a04-interest-deductions-nta-ja-p047	p047	1 「関連者」の用語は、第 9 章で定義する。 2 第 11 章には、国が自国の税制の構造に従って、固定比率ルールを国内のグループに適用する際に用いることが できる異なる取組みの要約を記載する。 3 2014 年 12 月 18 日、OECD は行動 4 に関するパブリック・ディ	text/oecd-beps/beps-a04-interest-deductions-nta-ja-pack-08.txt
beps-a04-interest-deductions-nta-ja-p048	p048	参考文献 Barry, C.B.ら（2008 年）、「Corporate debt issuance and the historical level of interest rates（企業の借入 額と金利の歴史的レベル）」、Financial Management、第37 巻	text/oecd-beps/beps-a04-interest-deductions-nta-ja-pack-08.txt
beps-a04-interest-deductions-nta-ja-p049	p049	第 7 章 グループ比率ルール グループ比率ルールの目的 115. 勧告する固定比率ルールに基づき、企業や国内のグループは、EBITDA の固定比率まで純支 払利子を損金算入することができる 1。しかし、固定比率ルールでは、異なる部門のグループが異な る借入を行う可能性があり、部	text/oecd-beps/beps-a04-interest-deductions-nta-ja-pack-08.txt
beps-a04-interest-deductions-nta-ja-p050	p050	がグループの純第三者利子／EBITDA 比率までさらに純支払利子を損金算入することをいかに認める かについては、付録D に事例6 として簡単な概要を記載する。現在まで、上記の取組みに基づくグル ープ比率ルールを適用している国はないことが認識されている。したがって、本報告では、純第	text/oecd-beps/beps-a04-interest-deductions-nta-ja-pack-08.txt
beps-a04-interest-deductions-nta-ja-p051	p051	122. 連結財務諸表からは、全世界のグループに関する最も信頼できる財務情報を得ることができ る。したがって、可能な場合、グループ比率ルールを適用するために必要なグループの情報は、グル ープの連結財務諸表から取得すべきである。国の税務当局は、一般にはグループの財務データの正確 性	text/oecd-beps/beps-a04-interest-deductions-nta-ja-pack-09.txt
beps-a04-interest-deductions-nta-ja-p052	p052	127. 第 9 章で定めるとおり、グループ比率ルールを特別ルールで補完し、グループ外の関連者に 支払われる利子を用いてグループ比率ルールが膨張するリスクに対処すべきである 2。特別ルールは 上記のリスクに対する有効な解決策になるはずである。また、関連者に利子の支払をするグループ	text/oecd-beps/beps-a04-interest-deductions-nta-ja-pack-09.txt
beps-a04-interest-deductions-nta-ja-p053	p053	132. 上記の考え方の下では、グループの純第三者支払利子は、次の 3 つの方法で算定することが できる。これにより正確度は向上するが、それと同時に複雑度も増大する。 方法 1：未調整の財務報告上の数字を用いる 133. 純第三者支払利子を算定する最も容易な方法は、グループの連結	text/oecd-beps/beps-a04-interest-deductions-nta-ja-pack-09.txt
beps-a04-interest-deductions-nta-ja-p054	p054	135. 国は、上記の取組みを適用する場合、企業に要求して、それぞれの調整額を独立の公認会計 士に確認させることができる。あるいは、税務当局が独自の調査を行い、当該調整を確認することが できる。 方法 3：方法2 で特定した利子と他の支払の財務報告上の評価額を用いる 136. 最	text/oecd-beps/beps-a04-interest-deductions-nta-ja-pack-09.txt
beps-a04-interest-deductions-nta-ja-p055	p055	グループの EBITDA の算定 141. EBITDA はグループの経済活動の客観的な指標であり、ほとんどの部門で事業を行うグルー プに適用することができる（銀行部門と保険部門は例外で、これについては第 10 章で検討する）。 EBITDA は、通常はグループの連結財務諸表の表	text/oecd-beps/beps-a04-interest-deductions-nta-ja-pack-09.txt
beps-a04-interest-deductions-nta-ja-p056	p056	のグループの立場に適用する場合、国内のグループの 税務上の EBITDA は、各企業の 税務上の EBITDA を合計する（国内のグループに課税上の期間が異なる企業が含まれる場合は、これに調整を 行う）ことにより、かなり容易に算定できるはずである。 企業の会計上のEBITDA の	text/oecd-beps/beps-a04-interest-deductions-nta-ja-pack-10.txt
beps-a04-interest-deductions-nta-ja-p057	p057	EBITDA 比率が上昇することである。その結果、グループの黒字の企業は、グループ比率ルールに基 づき、ことによるとグループ全体の実際の純支払利子をある程度上回って支払利子の損金算入を増や すことができるようになると考えられる。損金算入余裕枠の繰越しが認められる場合、当該損金算入	text/oecd-beps/beps-a04-interest-deductions-nta-ja-pack-10.txt
beps-a04-interest-deductions-nta-ja-p058	p058	1 第 11 章には、国が自国の税制構造に従って、固定比率ルールを国内のグループに適用する際に用いることがで きる異なる取組みの要約を記載する。 2 「関連者」の用語は、第 9 章で定義する。 3 財務報告上、「関連会社」とはグループが著しい影響力を有する企業であるが、当該影響力	text/oecd-beps/beps-a04-interest-deductions-nta-ja-pack-10.txt
beps-a04-interest-deductions-nta-ja-p059	p059	第 8 章 収益の変動と二重課税への対処 155. 純利子の損金算入を企業のEBITDA のレベルにリンクさせるベストプラクティス・アプロー チに基づく重要な問題は、企業が支払利子を損金算入する能力に影響を及ぼす収益の変動にいかに対 処するかである。収益の変動、又は支払利子と E	text/oecd-beps/beps-a04-interest-deductions-nta-ja-pack-10.txt
beps-a04-interest-deductions-nta-ja-p060	p060	る。3 年間の平均化を固定比率ルールにいかに適用することができるかについては、付録D に事例10 として概要を記載する。 損金算入を否認された利子と損金算入余裕枠の繰越しと繰戻し 159. 利子の支払が税源浸食又は利益移転を生じさせるための特定の取引に関連する場合、又は企 業が基	text/oecd-beps/beps-a04-interest-deductions-nta-ja-pack-10.txt
beps-a04-interest-deductions-nta-ja-p061	p061	163. 国は、企業が損金算入余裕枠を繰越すことを認める場合、固定比率ルールだけに基づいて許 容される支払利子よりも企業の純支払利子が下回っている額に当該繰越しを制限することができる。 あるいは、国は、グループ比率ルールに基づいて許容される純利子のレベルに基づいて、損金算入余 裕	text/oecd-beps/beps-a04-interest-deductions-nta-ja-pack-10.txt
beps-a04-interest-deductions-nta-ja-p062	p062	雑になる可能性が高い。例えば、グループは、各ルールに基づいて個別に繰越しをプールし、管理す るよう求められる可能性がある。国は、各プールに繰越された、損金算入を否認された支払利子をい かに用いることができるかについて検討することも必要になると考えられる（例えば、あるプールを 最初	text/oecd-beps/beps-a04-interest-deductions-nta-ja-pack-10.txt
beps-a04-interest-deductions-nta-ja-p063	p063	第 9 章 特別ルール 特別ルールの目的 168. 利子制限特別ルールには、特定の取引又は取決めに基づいて行われる支払に関する利子の損 金算入を制限するために適用するあらゆる規定を含む。特別ルールは、企業の利子の損金算入に全般 的な制限を課す固定比率ルールとグループ比率ルールなど	text/oecd-beps/beps-a04-interest-deductions-nta-ja-pack-11.txt
beps-a04-interest-deductions-nta-ja-p064	p064	ることである場合、特に否認を行うことなく、単に当該引上げを無視するようにルールを運用するこ とができる。 一般的ルールの回避を防止する特別ルール 171. ベストプラクティス・アプローチは、ルールの効力を回避する企てに対して堅固であるべき である。したがって、固定比率ルール（適用	text/oecd-beps/beps-a04-interest-deductions-nta-ja-pack-11.txt
beps-a04-interest-deductions-nta-ja-p065	p065	 企業が関連者に利子の支払を行うが、対応する利子所得には課税されないか、低率の課税し か行われない。 174. 上記のリスクに対処するルールは、固定比率ルールとグループ比率ルールの対象にもなって いるか否かにかかわらず、理想的には全ての企業に適用すべきである。しかし、企業が第6	text/oecd-beps/beps-a04-interest-deductions-nta-ja-pack-11.txt
beps-a04-interest-deductions-nta-ja-p066	p066	180. 上記において、CIV は広範に受け入れられているビークルで、証券の多様なポートフォリオ を保有し、設立された国の投資家保護規制に従っている。上記の定義を満たすビークルのタイプを判 定することは各国に委ねられている。例えば、一定のタイプのCIV の株式又はユニットが証券取	text/oecd-beps/beps-a04-interest-deductions-nta-ja-pack-11.txt
