id	pid	snippet	core
beps-a08-10-tp-value-creation-nta-ja-p038	p038	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 110 ドルに下げることができる。これらの状況をもとに、A 社がグループの他のメンバーに 対して製品を独立企業間価格で再販売する際は、200 ドル前後にはならない。代わりに、独 立企業間価格としては、購入活動の調整を	text/oecd-beps/beps-a08-10-tp-value-creation-nta-ja-pack-07.txt
beps-a08-10-tp-value-creation-nta-ja-p039	p039	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 造子会社に 5,000 個の製品分の計 45,000 ドルの請求書を作成するよう依頼した。サプライ ヤーは、供給した合計 1 万個に対して合意した 9 万 5,000 ドルの価格が支払われるため、こ の依頼に従った。	text/oecd-beps/beps-a08-10-tp-value-creation-nta-ja-pack-07.txt
beps-a08-10-tp-value-creation-nta-ja-p040	p040	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 無形資産 移転価格ガイドライン第 6 章の改訂 6.1 OECD モデル租税条約第 9 条に基づき、無形資産の使用又は移転において、二の関連者 間で、独立の企業の間に設けられる条件と異なる条件が設けられ、又は課されて	text/oecd-beps/beps-a08-10-tp-value-creation-nta-ja-pack-07.txt
beps-a08-10-tp-value-creation-nta-ja-p041	p041	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 するいくつかの典型的なシナリオを概説し、 D 節では、価格算定方法の適用及び評価テク ニックを含む独立企業間条件の決定に関する指針を示し、さらに別個のカテゴリーとなる評 価困難な無形資産に係る独立企業間条件を決定する	text/oecd-beps/beps-a08-10-tp-value-creation-nta-ja-pack-07.txt
beps-a08-10-tp-value-creation-nta-ja-p042	p042	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 られたときにのみ譲渡可能な無形資産もある。従って、個別の譲渡可能性は、移転価格算定 上ある事物が無形資産として性格付けられるための必要条件ではない。 6.9 市場の条件又は現地市場の状況と無形資産を区別することは重要	text/oecd-beps/beps-a08-10-tp-value-creation-nta-ja-pack-08.txt
beps-a08-10-tp-value-creation-nta-ja-p043	p043	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 の使用料の定義に関する詳細な考察が記載されている（パラグラフ 8 から 19）。第 12 条の 「使用料」の定義は、無形資産の使用又は移転に対して独立企業間において報酬が支払われ るかどうか、及びそうであるならばどん	text/oecd-beps/beps-a08-10-tp-value-creation-nta-ja-pack-08.txt
beps-a08-10-tp-value-creation-nta-ja-p044	p044	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 し、下記の定義に差し換えることで、修正を加える。 「マーケティング上の無形資産」 「マーケティング活動に関連し、製品又はサービスの商業的な使用を補助し、及び/又 は関連する製品にとって重要な販売促進価値を持つ無形資産	text/oecd-beps/beps-a08-10-tp-value-creation-nta-ja-pack-08.txt
beps-a08-10-tp-value-creation-nta-ja-p045	p045	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 A.4.2. ノウハウ及び企業秘密 6.20 ノウハウ及び企業秘密とは、商業活動を支援又は改善する独占的な情報又は知識であ るが、特許や商標のように保護のために登録されていないものをいう。ノウハウ及び企業秘 密は通常	text/oecd-beps/beps-a08-10-tp-value-creation-nta-ja-pack-08.txt
beps-a08-10-tp-value-creation-nta-ja-p046	p046	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 A.4.4. 契約上の権利及び政府の認可 6.24 政府の認可及び免許は、特定の事業には重要なこともあり、事業関係を幅広く対象に する可能性がある。これらには、とりわけ、特定の天然資源又は公共財を使用する権利（帯 域	text/oecd-beps/beps-a08-10-tp-value-creation-nta-ja-pack-08.txt
beps-a08-10-tp-value-creation-nta-ja-p047	p047	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 の特徴によって、その企業が、そのような評判がない企業より高い価格を製品又は役務に対 して請求することを可能とし、のれん又は継続事業という用語についての複数の代替的な定 義によって、そのような特徴がのれん又は継続事業の	text/oecd-beps/beps-a08-10-tp-value-creation-nta-ja-pack-09.txt
beps-a08-10-tp-value-creation-nta-ja-p048	p048	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 B. 無形資産の所有及び無形資産の開発・改良・維持・保護・使用に関する取引 6.32 無形資産を伴う移転価格事例において、無形資産を使用することによって 多国籍企業 グループが得る利益について、最終的に共有する権利を	text/oecd-beps/beps-a08-10-tp-value-creation-nta-ja-pack-09.txt
beps-a08-10-tp-value-creation-nta-ja-p049	p049	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 6.34 関連者間における無形資産に関する取引を分析する枠組みには、第 1 章 D.1 節の商業 上又は資金上の関係を特定するための指針と整合的な以下のステップを取ることが必要にな る。 （ⅰ） 個々の取引において使	text/oecd-beps/beps-a08-10-tp-value-creation-nta-ja-pack-09.txt
beps-a08-10-tp-value-creation-nta-ja-p050	p050	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 保護・使用につながる取引の発生時又はその前に、そのような決定及び意思に関して、通 常、関連者間で契約書等の書面にしておくべきである。 6.37 ある種の無形資産を使用する権利は、特定の知的財産法及び登録制度により保護	text/oecd-beps/beps-a08-10-tp-value-creation-nta-ja-pack-09.txt
beps-a08-10-tp-value-creation-nta-ja-p051	p051	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 を保有する主体としてのみ行動する場合、法的所有者は、所有権の保有に対する独立企業間 対価がある場合以外は、多国籍企業グループが無形資産の使用から得る利益の一部分であっ ても、最終的に獲得する権利を有さない。 6.43	text/oecd-beps/beps-a08-10-tp-value-creation-nta-ja-pack-09.txt
beps-a08-10-tp-value-creation-nta-ja-p052	p052	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 国籍企業グループの他のメンバーによる貢献に対する報酬の支払い後に、事業から生じた所 得を獲得する権利があることを必ずしも示唆するものではない。 6.48 関連者間取引の独立企業間価格を特定する際、無形資産の価値創造に	text/oecd-beps/beps-a08-10-tp-value-creation-nta-ja-pack-10.txt
beps-a08-10-tp-value-creation-nta-ja-p053	p053	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 B.2.1 機能の遂行及び管理 6.50 第 1 章から第 3 章の原則に基づき、多国籍企業グループの各メンバーは、果たす機能 に対して独立企業間対価を受け取るべきである。無形資産に関連する事例において、この機 能に	text/oecd-beps/beps-a08-10-tp-value-creation-nta-ja-pack-10.txt
beps-a08-10-tp-value-creation-nta-ja-p054	p054	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 権利を有さないだろう。事実に基づいて、法的所有者から提供される必要のある、無形資産 の開発・改良・維持・保護・使用に関連する機能を果たし又は管理する関連者に対する独立 企業間対価は、無形資産の使用から生じた利益の合計	text/oecd-beps/beps-a08-10-tp-value-creation-nta-ja-pack-10.txt
beps-a08-10-tp-value-creation-nta-ja-p055	p055	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 らの重要な機能を遂行する当事者間及びその他の関連者間の取引を慎重に評価する必要があ る。特に、重要な機能の重大な部分を果たす当事者が検証対象法人として扱われる場合、片 側検証の移転価格算定方法の信頼性は大幅に低くなる	text/oecd-beps/beps-a08-10-tp-value-creation-nta-ja-pack-10.txt
beps-a08-10-tp-value-creation-nta-ja-p056	p056	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 に、資金提供者が期待する利益は、適切なリスク調整後リターンと同等になるべきである。 当該リターンについて、例えば、資本コスト又は比較可能な経済的特徴を持つ実際に代替可 能な投資リターンに基づき決定することができる。資	text/oecd-beps/beps-a08-10-tp-value-creation-nta-ja-pack-10.txt
beps-a08-10-tp-value-creation-nta-ja-p057	p057	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 形資産に係る権利の防御又は他者からの侵害請求に対する弁護に時間や費用がかかること、 防御又は弁護が不可能であることが判明するリスクを含む、侵害のリスク、（ⅳ）製造物責 任及びこれに類似の無形資産を基礎とした商品及び役	text/oecd-beps/beps-a08-10-tp-value-creation-nta-ja-pack-11.txt
beps-a08-10-tp-value-creation-nta-ja-p058	p058	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 6.70 この問題の解決には、実際の取引を描写する時に特定される経済的に重要なリスク （第 1 章 D.1 節を参照。）を、多国籍企業グループの中のどの企業が実際に引き受けている かに関する詳細な分析が必要である。こ	text/oecd-beps/beps-a08-10-tp-value-creation-nta-ja-pack-11.txt
beps-a08-10-tp-value-creation-nta-ja-p059	p059	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 B.3. 関連者取引の価格及びその他の条件の特定及び決定 6.73 本章で補足した第 1 章 D.1 節で説明した分析の実施によって、無形資産の法的所有、 機能、資産及びリスクについての明確な評価が容易になり、また価	text/oecd-beps/beps-a08-10-tp-value-creation-nta-ja-pack-11.txt
