id	pid	snippet	core
france--synthesizedtextforjapan-france-jp-a28	28	第二十八条 この条約のいかなる規定も、国際法の一般原則又は特別の協定に基づく 外交官又は領事官の租税上の特権に影響を及ぼすものではない。	text/france--synthesizedtextforjapan-france-jp-pack-05.txt
france--synthesizedtextforjapan-france-jp-a29	29	第二十九条 一方の締約国の公認投資基金に参加する者が、当該基金の取得する配当 又は利子の受益者として、第十条又は第十一条の規定により認められる特 典を受ける権利を有する場合には、フランスについては当該基金の運用者 が、 日本国については当該	text/france--synthesizedtextforjapan-france-jp-pack-05.txt
france--synthesizedtextforjapan-france-jp-a30	30	第三十条 １ この条約は、両締約国のそれぞれの憲法に従って承認されなければな らない。 この条約は、 それぞれの締約国において憲法上の要件が満たされ たことを確認する通告の交換の日の後三十日目の日に効力を生ずる。 ２ この条約は、次のものに	text/france--synthesizedtextforjapan-france-jp-pack-05.txt
france--synthesizedtextforjapan-france-jp-a31	31	第三十一条 この条約は、無期限に効力を有する。ただし、いずれの一方の締約国も、 この条約の効力発生の日から五年の期間が満了した後に開始する各暦年の 六月三十日以前に、外交上の経路を通じて他方の締約国に対し書面による 終了の通告を行うことがで	text/france--synthesizedtextforjapan-france-jp-pack-05.txt
germany--synthesizedtextforjapan-germany-jp-preamble	preamble	「税源浸食及び利益移転を防止するための租 税条約関連措置を実施するた めの多数国間条約」及び「所得に対する租税 及びある種の他の租税に関す る二重課税の除去並びに脱税及び租税回避の 防止のための日本国とドイツ 連邦共和国との間の協定」に係る	text/germany--synthesizedtextforjapan-germany-jp-pack-00.txt
germany--synthesizedtextforjapan-germany-jp-a1	1	第一条 対象となる者 １ この協定は、一方又は双方の締 約国の居住者である者に適用する。 ２ この協定の適用上、いずれか一方の締約国の租税に関する法令の下に おいて全面的に若しくは部分的に課税上存在しないものとして取り扱わ れる団体若しくは	text/germany--synthesizedtextforjapan-germany-jp-pack-00.txt
germany--synthesizedtextforjapan-germany-jp-a2	2	第二条 対象となる租税 １ この協定は、次の租税について適用する。 (a) 日本国については、 (i) 所得税 (ii) 法人税 (iii) 復興特別所得税 (iv) 地方法人税 (v) 住民税 (vi) 事業税 （以下「日本国の租税」とい	text/germany--synthesizedtextforjapan-germany-jp-pack-00.txt
germany--synthesizedtextforjapan-germany-jp-a3	3	第三条 一般的定義 １ この協定の適用上、文脈により 別に解釈すべき場合を除くほか、 (a) 「日本国」とは、地理的意味 で用いる場合には、日本国の租税に関 する法令が施行されている全ての領域（領海を含む。）及びその領域 の外側に位置する区	text/germany--synthesizedtextforjapan-germany-jp-pack-00.txt
germany--synthesizedtextforjapan-germany-jp-a4	4	第四条 居住者 １ この協定の適用上、「一方の締約国の居住者」とは、一方の締約国の法 令の下において、住所、居所、事業の管理の場所、本店又は主たる事務所 の所在地その他これらに類する基準により当該一方の締約国において租 税を課されるべきもの	text/germany--synthesizedtextforjapan-germany-jp-pack-00.txt
germany--synthesizedtextforjapan-germany-jp-a5	5	第五条 恒久的施設 １ この協定の適用上、「恒久的施設」とは、事業を行う一定の場所であっ て企業がその事業の全部又は一部を行っているものをいう。 ２ 「恒久的施設」には、特に、次のものを含む。 (a) 事業の管理の場所 (b) 支店 (c)	text/germany--synthesizedtextforjapan-germany-jp-pack-00.txt
