id	pid	snippet	core
united-states--usa-st-jp-a12	12	第十二条 １ 一方の締約国内において生じ、他方の締約国の居住者が受益者である使用料に対しては、当該他方の締 約国においてのみ租税を課することができる。 ２ この条において、「使用料」とは、文学上、芸術上若しくは学術上の著作物（映画フィルム及	text/united-states--usa-st-jp-pack-01.txt
united-states--usa-st-jp-a13	13	第十三条 １ 一方の締約国の居住者が他方の締約国内に存在する不動産の譲渡によって取得する収益に対しては、当 該他方の締約国において租税を課することができる。 ２ この条の規定の適用上、「他方の締約国内に存在する不動産」には、次のものを含む。	text/united-states--usa-st-jp-pack-01.txt
united-states--usa-st-jp-a6	6	第六条に規定する不動産 (a) 当該他方の締約国が日本国である場合には、法人、組合又は信託（その資産の価値が主として第六条 (b)に規定する不動産であって日本国内に存在するものにより直接又は間接に構成されるものに限る。）の株式又は持分 当該	text/united-states--usa-st-jp-pack-02.txt
united-states--usa-st-jp-a14	14	第十四条 １ 次条、第十七条及び第十八条の規定が適用される場合を除くほか、一方の締約国の居住者がその勤務に ついて取得する給料、賃金その他これらに類する報酬に対しては、勤務が他方の締約国内において行われない限り、当該一方の締約国においてのみ	text/united-states--usa-st-jp-pack-02.txt
united-states--usa-st-jp-a15	15	第十五条 一方の締約国の居住者が他方の締約国の居住者である法人の取締役会の構成員の資格で取得する報酬その 他これに類する支払金に対しては、当該他方の締約国において租税を課することができる。	text/united-states--usa-st-jp-pack-02.txt
united-states--usa-st-jp-a16	16	第十六条 １ 一方の締約国の居住者である個人が演劇、映画、ラジオ若しくはテレビジョンの俳優、音楽家その他の 芸能人又は運動家として他方の締約国内で行う個人的活動によって取得する所得（第七条及び第十四条の規定に基づき当該他方の締約国において租	text/united-states--usa-st-jp-pack-02.txt
united-states--usa-st-jp-a17	17	第十七条 １ 次条２の規定が適用される場合を除くほか、一方の締約国の居住者が受益者である退職年金その他これ に類する報酬（社会保障制度に基づく給付を含む。）に対しては、当該一方の締約国においてのみ租税を課することができる。 ２ 一方の締約国	text/united-states--usa-st-jp-pack-02.txt
united-states--usa-st-jp-a18	18	第十八条 １ 政府の職務の遂行として一方の締約国又は一方の締約国の地方政府若しくは地方公共団体に対し提供 (a)される役務につき、個人に対し当該一方の締約国又は当該一方の締約国の地方政府若しくは地方公共団体によって支払われる給料、賃金その他	text/united-states--usa-st-jp-pack-02.txt
united-states--usa-st-jp-a19	19	第十九条 教育又は訓練を受けることを主たる目的として一方の締約国内に滞在する学生又は事業修習者であって、 現に他方の締約国の居住者であるもの又はその滞在の直前に他方の締約国の居住者であったものがその生計、教育又は訓練のために受け取る給付（当	text/united-states--usa-st-jp-pack-02.txt
united-states--usa-st-jp-a20	20	第二十条 削除第二十一条 １ 一方の締約国の居住者が受益者である所得（源泉地を問わない。）で前各条に規定がないもの（以下 「その他の所得」という。）に対しては、当該一方の締約国においてのみ租税を課することができる。 ２ １の規定は、一方の締	text/united-states--usa-st-jp-pack-02.txt
united-states--usa-st-jp-a22	22	第二十二条 １ 一方の締約国の居住者で他方の締約国において所得を取得するものは、この条約の特典を受けるために 別に定める要件を満たし、かつ、次の から までに掲げる者のいずれかに該当する場合に限り、各課税 (a) (f) 年度において、この	text/united-states--usa-st-jp-pack-02.txt
united-states--usa-st-jp-a23	23	第二十三条 １ 日本国の居住者がこの条約の規定に従って合衆国において租税を課される所得を合衆国内において取 (a)得する場合には、当該所得について納付される合衆国の租税の額は、日本国以外の国において納付される租税を日本国の租税から控除するこ	text/united-states--usa-st-jp-pack-03.txt
united-states--usa-st-jp-a24	24	第二十四条 １ 一方の締約国の国民は、他方の締約国において、特にすべての所得（当該一方の締約国内に源泉のある 所得であるか否かを問わない。）について租税を課される者であるか否かに関し、同様の状況にある当該他方の締約国の国民に課されており若し	text/united-states--usa-st-jp-pack-03.txt
united-states--usa-st-jp-a25	25	第二十五条 １ 一方の又は双方の締約国の措置によりこの条約の規定に適合しない課税を受けたと認める者又は受ける ことになると認める者は、当該事案について、当該一方の又は双方の締約国の法令に定める救済手段とは 別に、自己が居住者である締約国の権	text/united-states--usa-st-jp-pack-03.txt
