id	pid	snippet	core
china--synthesizedtextforjapan-china-jp-a8	8	第八条 １ 一方の締約国の企業が船舶又は航空機を国際運輸に運用することによ つて取得する利得に対しては、当該一方の締約国においてのみ租税を課 することができる。 ２ 一方の締約国の企業は、船舶又は航空機を国際運輸に運用することに つき、 中	text/china--synthesizedtextforjapan-china-jp-pack-00.txt
china--synthesizedtextforjapan-china-jp-a9	9	第九条 (a) 一方の締約国の企業が他方の締約国の企業の経営、支配若しくは資本 に直接若しくは間接に参加している場合又は (b) 同一の者が一方の締約国の企業及び他方の締約国の企業の経営、支配 若しくは資本に直接若しくは間接に参加している場	text/china--synthesizedtextforjapan-china-jp-pack-00.txt
china--synthesizedtextforjapan-china-jp-a10	10	第十条 １ 一方の締約国の居住者である法人が他方の締約国の居住者に支払う配 当に対しては、当該他方の締約国において租税を課することができる。 ２ １の配当に対しては、これを支払う法人が居住者とされる締約国にお いても、 当該締約国の法令に従	text/china--synthesizedtextforjapan-china-jp-pack-01.txt
china--synthesizedtextforjapan-china-jp-a11	11	第十一条 １ 一方の締約国内において生じ、他方の締約国の居住者に支払われる利 子に対しては、当該他方の締約国において租税を課することができる。 ２ １の利子に対しては、 当該利子が生じた締約国においても、 当該締約国 の法令に従つて租税を課	text/china--synthesizedtextforjapan-china-jp-pack-01.txt
china--synthesizedtextforjapan-china-jp-a12	12	第十二条 １ 一方の締約国内において生じ、他方の締約国の居住者に支払われる使 用料に対しては、当該他方の締約国において租税を課することができる。 ２ １の使用料に対しては、 当該使用料が生じた締約国においても、 当該締 約国の法令に従つて租	text/china--synthesizedtextforjapan-china-jp-pack-01.txt
china--synthesizedtextforjapan-china-jp-a13	13	第十三条 １ 一方の締約国の居住者が第六条に規定する不動産で他方の締約国内に 存在するものの譲渡によつて取得する収益に対しては、当該他方の締約 国において租税を課することができる。 ２ 一方の締約国の企業が他方の締約国内に有する恒久的施設の	text/china--synthesizedtextforjapan-china-jp-pack-01.txt
china--synthesizedtextforjapan-china-jp-a14	14	第十四条 １ 一方の締約国の居住者が自由職業その他の独立の性格を有する活動に ついて取得する所得に対しては、その者が自己の活動を行うため通常使 用することのできる固定的施設を他方の締約国内に有せず、 かつ、 その者 が当該年を通じ合計百八十	text/china--synthesizedtextforjapan-china-jp-pack-01.txt
china--synthesizedtextforjapan-china-jp-a15	15	第十五条 １ 次条及び第十八条から第二十一条までの規定が適用される場合を除く ほか、 一方の締約国の居住者がその勤務について取得する給料、 賃金その 他これらに類する報酬に対しては、勤務が他方の締約国内において行わ れない限り、当該一方の締	text/china--synthesizedtextforjapan-china-jp-pack-01.txt
china--synthesizedtextforjapan-china-jp-a16	16	第十六条 一方の締約国の居住者が他方の締約国の居住者である法人の役員の資格 で取得する役員報酬その他これに類する支払金に対しては、当該他方の締 約国において租税を課することができる。	text/china--synthesizedtextforjapan-china-jp-pack-01.txt
china--synthesizedtextforjapan-china-jp-a17	17	第十七条 １ 第十四条及び第十五条の規定にかかわらず、一方の締約国の居住者で ある個人が演劇、映画、ラジオ若しくはテレビジョンの俳優、音楽家その 他の芸能人又は運動家として他方の締約国内で行う個人的活動によつて 取得する所得に対しては、当該	text/china--synthesizedtextforjapan-china-jp-pack-01.txt
