id	pid	snippet	core
saudi-arabia--synthesizedtextforjapan-saudiarabia-jp-a12	12	第十二条 問屋契約及びこれに類する方策を通じた恒久的施設の 地位の人為的な回避 １ 条約第五条の規定にかかわらず、２の規定が適用される場合を除くほ か、 一方の締約国内において企業に代わって行動する者が、 そのように行 動するに当たって、 	text/saudi-arabia--synthesizedtextforjapan-saudiarabia-jp-pack-01.txt
saudi-arabia--synthesizedtextforjapan-saudiarabia-jp-a15	15	第十五条 企業と密接に関連する者の定義 １ 条約第五条の規定の適用上、ある者とある企業とは、全ての関連する 事実及び状況に基づいて、一方が他方を支配している場合又は両者が同 一の者若しくは企業によって支配されている場合には、密接に関連する 	text/saudi-arabia--synthesizedtextforjapan-saudiarabia-jp-pack-02.txt
saudi-arabia--synthesizedtextforjapan-saudiarabia-jp-a6	6	第六条 不動産所得 １ 一方の締約国の居住者が他方の締約国内に存在する不動産から取得す る所得（農業又は林業から生ずる所得を含む。）に対しては、当該他方の 締約国において租税を課することができる。 ２ 「不動産」とは、当該財産が存在する締約	text/saudi-arabia--synthesizedtextforjapan-saudiarabia-jp-pack-01.txt
saudi-arabia--synthesizedtextforjapan-saudiarabia-jp-a7	7	第七条 事業利得 １ 一方の締約国の企業の利得に対しては、その企業が他方の締約国内に ある恒久的施設を通じて当該他方の締約国内において事業を行わない限 り、 当該一方の締約国においてのみ租税を課することができる。 一方の締 約国の企業が他方	text/saudi-arabia--synthesizedtextforjapan-saudiarabia-jp-pack-02.txt
saudi-arabia--synthesizedtextforjapan-saudiarabia-jp-a8	8	第八条 海上運送及び航空運送 １ 一方の締約国の企業が船舶又は航空機を国際運輸に運用することによ って取得する利得に対しては、当該一方の締約国においてのみ租税を課 することができる。 ２ １の規定は、 共同計算、 共同経営又は国際経営共同体	text/saudi-arabia--synthesizedtextforjapan-saudiarabia-jp-pack-01.txt
saudi-arabia--synthesizedtextforjapan-saudiarabia-jp-a17	17	第十七条 対応的調整 １ 一方の締約国が、他方の締約国において租税を課された当該他方の締 約国の企業の利得を当該一方の締約国の企業の利得に算入して租税を課 する場合において、その算入された利得が、双方の企業の間に設けられ た条件が独立の企業	text/saudi-arabia--synthesizedtextforjapan-saudiarabia-jp-pack-02.txt
saudi-arabia--synthesizedtextforjapan-saudiarabia-jp-a9	9	第九条 関連企業 １ 次の(a)又は(b)の規定に該当する場合であって、そのいずれの場合に おいても、商業上又は資金上の関係において、双方の企業の間に、独立の 企業の間に設けられる条件と異なる条件が設けられ、又は課されている ときは、その条	text/saudi-arabia--synthesizedtextforjapan-saudiarabia-jp-pack-01.txt
saudi-arabia--synthesizedtextforjapan-saudiarabia-jp-a10	10	第十条 配当 １ 一方の締約国の居住者である法人が他方の締約国の居住者に支払う配 当に対しては、当該他方の締約国において租税を課することができる。 ２ １に規定する配当に対しては、これを支払う法人が居住者とされる一 方の締約国においても、当	text/saudi-arabia--synthesizedtextforjapan-saudiarabia-jp-pack-01.txt
saudi-arabia--synthesizedtextforjapan-saudiarabia-jp-a11	11	第十一条 債権から生じた所得 １ 一方の締約国内において生じ、他方の締約国の居住者に支払われる債 権から生じた所得に対しては、当該他方の締約国において租税を課する ことができる。 ２ １に規定する債権から生じた所得に対しては、当該所得が生じ	text/saudi-arabia--synthesizedtextforjapan-saudiarabia-jp-pack-01.txt
saudi-arabia--synthesizedtextforjapan-saudiarabia-jp-a12	12	第十二条 使用料 １ 一方の締約国内において生じ、他方の締約国の居住者に支払われる使 用料に対しては、当該他方の締約国において租税を課することができる。 ２ １に規定する使用料に対しては、当該使用料が生じた一方の締約国に おいても、当該一方	text/saudi-arabia--synthesizedtextforjapan-saudiarabia-jp-pack-01.txt
saudi-arabia--synthesizedtextforjapan-saudiarabia-jp-a13	13	第十三条 譲渡収益 １ 一方の締約国の居住者が第六条に規定する不動産であって他方の締約 国内に存在するものの譲渡によって取得する収益に対しては、当該他方 の締約国において租税を課することができる。 ２ 一方の締約国の居住者が法人の株式その他	text/saudi-arabia--synthesizedtextforjapan-saudiarabia-jp-pack-01.txt
