doc_code	item_id	item_title
bunshokaito_souzoku	250125-01	小規模企業共済契約者の死亡に伴い小規模企業共済掛金及び掛金納付月数を相続人が承継通算した場合の相続税の課税関係について
bunshokaito_sozoku	011115-01	市街地再開発事業による施設建築物及びその敷地を民事信託により信託した場合の税務上の取扱い
bunshokaito_sozoku	040616-02	持分の定めのある医療法人が出資額限度法人に移行した場合等の課税関係について
bunshokaito_sozoku	050707-01	定期借地権の賃料の一部又は全部を前払いとして一括して授受した場合における相続税の財産評価及び所得税の経済的利益に係る課税等の取扱いについて
bunshokaito_sozoku	070226-index	相続等により取得した種類株式の評価について
bunshokaito_sozoku	100302-index	相続財産の全部についての包括遺贈に対して遺留分減殺請求に基づく判決と異なる内容の相続財産の再配分を行った場合の課税関係について
bunshokaito_sozoku	100427-index	「水俣病被害者の救済及び水俣病問題の解決に関する特別措置法」の救済措置の方針により対象者が支給を受ける一時金等の課税関係について
bunshokaito_sozoku	101105-index	告別式を2回に分けて行った場合の相続税の葬式費用の取扱いについて
bunshokaito_sozoku	110225-index	金融機関が破綻した場合における預金に係る相続税の取扱いについて
bunshokaito_sozoku	110704-index	集団予防接種等に起因するB型肝炎訴訟における「基本合意」により和解対象者が支払を受ける和解金等の課税関係について
bunshokaito_sozoku	111102-index	石綿による健康被害者に対して支払われるべき特別見舞金を、健康被害者の死亡後において、その遺族が請求し、受け取る場合及びその遺族に対して支払われる業務上死亡弔慰金の課税上の取扱いについて
bunshokaito_sozoku	160822-index	庭先部分を相続した場合の小規模宅地等についての相続税の課税価格の計算の特例（租税特別措置法第69条の4）の適用について
bunshokaito_sozoku	750228-01	労災法の保険施設として支給される特別支給金に対する所得税及び相続税の取扱いについて
bunshokaito_sozoku	991018-01	人身傷害補償保険金に係る所得税、相続税及び贈与税の取扱い等について（法令解釈通達）
bunshokaito_zouyo	081225-01	預金連動型住宅ローンにおける契約者及び当行の課税関係について
bunshokaito_zouyo	090204-01	債務超過の合資会社の無限責任社員が有限責任社員となった場合等の贈与税等の課税関係について
bunshokaito_zoyo	011115-01	市街地再開発事業による施設建築物及びその敷地を民事信託により信託した場合の税務上の取扱い
bunshokaito_zoyo	040616-02	持分の定めのある医療法人が出資額限度法人に移行した場合等の課税関係について
bunshokaito_zoyo	050427-01	出資持分の定めのある社団医療法人が特別医療法人に移行する場合の課税関係について
