doc_code	item_id	item_title
shitsugi_shotoku	05-07	金やポーセレンを使用した歯の治療費
shitsugi_shotoku	05-08	歯列を矯正するための費用
shitsugi_shotoku	05-09	人間ドックの費用
shitsugi_shotoku	05-10	妊婦の定期検診のための費用
shitsugi_shotoku	05-11	無痛分べん講座の受講費用
shitsugi_shotoku	05-12	かぜ薬の購入費用
shitsugi_shotoku	05-13	食事療法に基づく食品の購入費用
shitsugi_shotoku	05-14	療養中のため家事を家事代行サービスに依頼した場合の費用
shitsugi_shotoku	05-15	訪問介護の居宅サービス費
shitsugi_shotoku	05-16	差額ベッド料
shitsugi_shotoku	05-17	入院のための寝具や洗面具等の購入費用
shitsugi_shotoku	05-18	入院患者の食事代
shitsugi_shotoku	05-19	お産のために実家へ帰る旅費
shitsugi_shotoku	05-20	患者の世話のための家族の交通費
shitsugi_shotoku	05-21	病院に収容されるためのタクシー代
shitsugi_shotoku	05-22	転地療養のための費用
shitsugi_shotoku	05-23	空気清浄機の購入費用
shitsugi_shotoku	05-24	未払の医療費
shitsugi_shotoku	05-25	共働き夫婦の夫が妻の医療費を負担した場合
shitsugi_shotoku	05-26	医療費の支払者と保険金等の受領者が異なる場合
shitsugi_shotoku	05-27	出産のために欠勤した場合に給付される出産手当金
shitsugi_shotoku	05-28	支払った医療費を超える補填金
shitsugi_shotoku	05-29	寄附手続中に死亡した場合
shitsugi_shotoku	05-30	国等に対して相続財産を贈与し、相続税の非課税規定の適用を受けた場合
shitsugi_shotoku	05-31	障害者控除の適用を受けることのできる年分
shitsugi_shotoku	05-32	「同居」の範囲(長期間入院している場合)
shitsugi_shotoku	05-33	控除対象扶養親族の差替え時期
shitsugi_shotoku	05-35	ホクロの除去費用
shitsugi_shotoku	05-36	妊娠中絶の費用
shitsugi_shotoku	05-37	不妊症の治療費・人工授精の費用
shitsugi_shotoku	05-38	B型肝炎ワクチンの接種費用
shitsugi_shotoku	05-39	漢方薬やビタミン剤の購入費用
shitsugi_shotoku	05-40	医師やナースセンターに対する贈物の購入費用
shitsugi_shotoku	05-41	家事代行サービスに支払う紹介手数料
shitsugi_shotoku	05-42	親族に支払う療養上の世話の費用
shitsugi_shotoku	05-43	親族が付き添う場合のその親族の食事代
shitsugi_shotoku	05-44	在宅療養の世話の費用
shitsugi_shotoku	05-45	介護老人保健施設の施設サービス費
shitsugi_shotoku	05-46	入院のための氷枕や氷のうの購入費用
shitsugi_shotoku	05-47	病院に支払うクリーニング代
shitsugi_shotoku	05-48	病院に支払うテレビや冷蔵庫の賃借料等
shitsugi_shotoku	05-49	遠隔地の病院において医師の治療を受けるための旅費
shitsugi_shotoku	05-50	自家用車で通院する場合のガソリン代等
shitsugi_shotoku	05-51	長期入院中の者の年末・年始の帰宅旅費
shitsugi_shotoku	05-52	湯治の費用
shitsugi_shotoku	05-53	医師による治療のため直接必要な眼鏡の購入費用
shitsugi_shotoku	05-54	寝たきりの者のおむつ代
shitsugi_shotoku	05-55	注射器の購入費用
shitsugi_shotoku	05-56	防ダニ寝具の購入費用
shitsugi_shotoku	05-57	死亡した父親の医療費
shitsugi_shotoku	05-58	同居していない母親の医療費を子供が負担した場合
shitsugi_shotoku	05-59	医療費を補填する保険金等が未確定の場合
shitsugi_shotoku	05-60	医療費助成金を返還した場合
shitsugi_shotoku	05-61	医療費を補填する保険金等の金額のあん分計算
shitsugi_shotoku	05-62	夫婦年金保険に係る新個人年金保険料
shitsugi_shotoku	05-63	福祉事務所長の認定を受けていない認知症の高齢者に係る障害者控除の適用
shitsugi_shotoku	05-64	死亡した配偶者の父母に係る扶養控除
shitsugi_shotoku	05-65	生計を一にするかどうかの判定(養育費の負担)
shitsugi_shotoku	05-66	オルソケラトロジー（角膜矯正療法）による近視治療に係る費用の医療費控除
shitsugi_shotoku	05-67	配偶者の子に係る扶養控除
shitsugi_shotoku	05-68	地震保険料控除に関する経過措置
shitsugi_shotoku	05-69	任意団体を通じて国立大学法人に対して行う寄附金
shitsugi_shotoku	05-70	特定保健指導に基づく運動施設の利用料
shitsugi_shotoku	05-71	動機付け支援として行われる特定保健指導の指導料
shitsugi_shotoku	05-72	特定健康診査と特定保健指導が年をまたがって行われた場合
shitsugi_shotoku	05-74	旧生命保険料と新生命保険料の支払がある場合の生命保険料控除額
shitsugi_shotoku	05-75	1枚の生命保険料控除証明書に旧生命保険料と新生命保険料の記載がある場合
shitsugi_shotoku	05-76	生命保険料控除の限度額計算
shitsugi_shotoku	05-77	がん保険の保険料
shitsugi_shotoku	05-78	傷害特約付生命保険契約の特約の更新
shitsugi_shotoku	05-79	事業主負担の保険料等の生命保険料控除の適用
shitsugi_shotoku	05-80	母体血を用いた出生前遺伝学的検査の費用
shitsugi_shotoku	05-81	借入金で支払った医療費
shitsugi_shotoku	05-82	姉の子供の医療費を支払った場合
shitsugi_shotoku	05-83	父親の控除対象配偶者である母親の医療費を子供が負担した場合
shitsugi_shotoku	05-84	新生命保険契約等と介護医療保険契約等が一体となって効力を有する保険契約の生命保険料控除の区分
