doc_code	item_id	item_title
shitsugi_hyoka	08-01	評価会社が受け取った生命保険金の取扱い
shitsugi_hyoka	08-02	欠損法人の負債に計上する保険差益に対応する法人税額等
shitsugi_hyoka	08-03	売買目的で保有する有価証券の評価
shitsugi_hyoka	08-04	評価会社が支払った弔慰金の取扱い
shitsugi_hyoka	08-05	金利スワップ（デリバティブ）の純資産価額計算上の取扱い
shitsugi_hyoka	08-06	匿名組合契約に係る権利の評価
shitsugi_hyoka	09-01	株式の割当てを受ける権利等が発生している場合の価額修正の要否
shitsugi_hyoka	10-01	判定の基礎となる「株式等」の範囲
shitsugi_hyoka	10-02	受取配当金等収受割合が負数となる場合の計算方法
shitsugi_hyoka	11-01	「比準要素数1の会社」の判定の際の端数処理
shitsugi_hyoka	12-01	長期間清算中の会社
shitsugi_hyoka	13-01	信用金庫等の出資の評価
shitsugi_hyoka	13-02	医療法人の出資を類似業種比準方式により評価する場合の業種目の判定等
shitsugi_hyoka	13-03	持分会社の退社時の出資の評価
shitsugi_hyoka	13-04	企業組合の定款に特別の定めがある場合の出資の評価
shitsugi_hyoka	14-01	外国の証券取引所に上場されている株式の評価
shitsugi_hyoka	15-01	国外財産の評価――取引金融機関の為替相場(1)
shitsugi_hyoka	15-02	国外財産の評価――取引金融機関の為替相場(2)
shitsugi_hyoka	15-03	国外財産の評価――取得価額等を基に評価することについて課税上弊害がある場合
shitsugi_hyoka	15-04	国外財産の評価――国外で相続税に相当する税が課せられた場合
shitsugi_hyoka	15-05	外貨(現金)の評価
shitsugi_hyoka	15-06	個人向け国債の評価
shitsugi_hyoka	15-07	EB債（他社株転換債）の評価
shitsugi_hyoka	15-08	ディスカウント債の評価
shitsugi_hyoka	15-09	不動産所有権付リゾート会員権の評価
shitsugi_hyoka	15-10	国外財産の評価－土地の場合
shitsugi_hyoka	15-12	国外財産の評価－取引相場のない株式の場合(1)
shitsugi_hyoka	15-14	国外財産の評価－取引相場のない株式の場合(2)
shitsugi_hyoka	15-15	償却費の額の合計額の計算
shitsugi_hyoka	15-16	源泉徴収されるべき所得税の額に相当する金額（復興特別所得税の取扱い）
shitsugi_hyoka	15-17	電話加入権の評価
shitsugi_hyoka	16-01	不動産販売会社がたな卸資産として所有する土地等の取扱い
shitsugi_hyoka	17-01	種類株式の評価（その1）－上場会社が発行した利益による消却が予定されている非上場株式の評価
shitsugi_hyoka	17-02	種類株式の評価（その2）－上場会社が発行した普通株式に転換が予定されている非上場株式の評価
shitsugi_hyoka	19-01	増改築等に係る家屋の状況に応じた固定資産税評価額が付されていない家屋の評価
shitsugi_hyoka	20-01	地積規模の大きな宅地の評価－共有地の場合の地積規模の判定
shitsugi_hyoka	20-02	地積規模の大きな宅地の評価－工業専用地域とそれ以外の用途地域にわたる場合の用途地域の判定
shitsugi_hyoka	20-03	地積規模の大きな宅地の評価－指定容積率の異なる2以上の地域にわたる場合の容積率の判定
shitsugi_hyoka	20-04	地積規模の大きな宅地の評価－基準容積率が指定容積率を下回る場合の容積率の判定
shitsugi_hyoka	20-05	地積規模の大きな宅地の評価－正面路線が2以上の地区にわたる場合の地区の判定
shitsugi_hyoka	20-06	地積規模の大きな宅地の評価－倍率地域に所在する場合の評価方法
shitsugi_hyoka	20-07	地積規模の大きな宅地の評価－市街地農地等
shitsugi_hyoka	20-08	地積規模の大きな宅地の評価－計算例①（一般的な宅地の場合）
shitsugi_hyoka	20-09	地積規模の大きな宅地の評価－計算例②（用途地域が工業専用地域とそれ以外の地域にわたる場合）
shitsugi_hyoka	20-10	地積規模の大きな宅地の評価－計算例③（指定容積率の異なる2以上の地域にわたる場合）
shitsugi_hyoka	20-11	地積規模の大きな宅地の評価－計算例④（正面路線が2以上の地区にわたる場合）
shitsugi_hyoka	20-12	地積規模の大きな宅地の評価－計算例⑤（倍率地域に所在する宅地の場合）
shitsugi_hyoka	20-13	地積規模の大きな宅地の評価－計算例⑥（不整形地の場合）
shitsugi_hyoka	20-14	地積規模の大きな宅地の評価－地積規模の判定
shitsugi_hyoka	20-15	地積規模の大きな宅地の評価－計算例⑦（市街地農地の場合）
shitsugi_inshi	01-01	2以上の号に該当する文書の所属の決定
shitsugi_inshi	02-01	契約書の意義
shitsugi_inshi	02-02	写、副本、謄本等と表示された契約書の取扱い
shitsugi_inshi	02-03	仮契約書・仮文書等の取扱い
shitsugi_inshi	02-04	申込書、注文書、依頼書等と表示された文書の取扱い
shitsugi_inshi	02-05	契約当事者以外の者に提出する文書の取扱い
shitsugi_inshi	02-06	予約契約書
shitsugi_inshi	02-07	更改契約書
shitsugi_inshi	02-08	変更契約書
shitsugi_inshi	02-09	補充契約書
shitsugi_inshi	02-10	取引先にメール送信した電磁的記録に関する印紙税の取扱い
shitsugi_inshi	02-11	変更契約書に電磁的記録（電子契約）を引用する旨の記載がある場合
shitsugi_inshi	02-12	電磁的記録（電子契約）に係る契約金額等を記載した変更契約書の記載金額
shitsugi_inshi	03-01	記載金額の意義
shitsugi_inshi	03-02	契約金額の意義
shitsugi_inshi	03-03	消費税額等が区分記載された契約書
shitsugi_inshi	03-04	消費税込みの価格及び税抜価格が記載された契約書
shitsugi_inshi	03-05	記載金額の計算
shitsugi_inshi	03-06	消費税額等が区分記載された受取書
shitsugi_inshi	03-07	消費税額等の区分記載後に一括値引きした場合
shitsugi_inshi	03-08	税込金額と税抜金額をそれぞれ記載した後に一括値引きした場合
shitsugi_inshi	03-09	税込価格及び税抜価格が記載された受取書
shitsugi_inshi	04-01	通帳等のみなし作成の取扱い
shitsugi_inshi	05-01	課税文書の作成時期及び作成者
shitsugi_inshi	05-02	同一の号の課税事項が2以上記載されている文書の作成者
shitsugi_inshi	06-01	納税地の特定
shitsugi_inshi	06-02	外国で作成される契約書
shitsugi_inshi	06-03	印紙の消印の方法
shitsugi_inshi	06-04	印紙を貼らないで印紙税を納付する方法
shitsugi_inshi	06-05	誤って納付した印紙税の還付
shitsugi_inshi	06-06	印紙税の還付請求権の消滅時効
shitsugi_inshi	06-07	印紙の範囲
shitsugi_inshi	06-08	税印押なつによる納付の特例
shitsugi_inshi	06-09	印紙税納付計器による納付の特例
shitsugi_inshi	06-10	納付印を押すことができる文書の範囲
shitsugi_inshi	06-11	書式表示による納付の特例
shitsugi_inshi	06-12	書式表示の承認の効力
shitsugi_inshi	06-13	非課税文書への書式表示
shitsugi_inshi	06-14	預貯金通帳に係る納付の特例
shitsugi_inshi	06-15	預貯金通帳に係る一括納付の承認区分
shitsugi_inshi	06-16	一括納付をする場合の口座の数の計算方法
shitsugi_inshi	06-17	複合預金通帳及び複合寄託通帳に係る口座の数の計算
shitsugi_inshi	06-18	印紙税の還付が受けられる範囲
shitsugi_inshi	06-19	納付印を誤って押した場合の印紙税の還付
shitsugi_inshi	06-20	交付を受けた文書に過誤納があった場合の還付
shitsugi_inshi	06-21	印紙を貼り付けなかった場合の過怠税
shitsugi_inshi	06-22	未使用の収入印紙についての印紙税過誤納還付
shitsugi_inshi	07-01	収入印紙の交換制度
shitsugi_inshi	08-01	不動産購入申込書
shitsugi_inshi	08-02	土地売買契約書
shitsugi_inshi	08-03	不動産の売渡証書
shitsugi_inshi	08-04	土地贈与契約書
shitsugi_inshi	08-05	不動産の範囲
