doc_code	item_id	item_title
bunshokaito_hojin	130926-index	同一の者による支配関係がある法人間において、一方が民事再生計画に基づき、「100％減資」及び「債権の現物出資を受けて新株を発行するDES」を同日に行った場合の支配関係の継続について
bunshokaito_hojin	131220-index	河川敷地の占用主体である民間事業者から受け取る地域還元費の税務上の取扱いについて
bunshokaito_hojin	140313-index	バラスト水処理装置の設置に係る費用の取扱いについて
bunshokaito_hojin	140317-index	「瀬戸内しまのわ2014」において協賛企業が支出する費用の税務上の取扱いについて
bunshokaito_hojin	140320-index	ならシニア元気フェスタ（平成26年度「長寿と健康の祭典」奈良県高齢者スポーツ文化交流大会）において協賛者が支出する費用の税務上の取扱いについて
bunshokaito_hojin	140527-index	一般社団法人の基金について放棄を受けた場合の取扱い
bunshokaito_hojin	140610-index	連結親法人が連結承認取消後に決算期変更を行った場合の事業年度について
bunshokaito_hojin	140620-index	「中小企業再生支援協議会の支援による再生計画の策定手順（再生計画検討委員会が再生計画案の調査・報告を行う場合）」に従って策定された再生計画により債務免除等が行われた場合の税務上の取扱いについて
bunshokaito_hojin	140625-index	株式会社地域経済活性化支援機構が買取決定等を行った債権の債務者に係る事業再生計画に基づき債権放棄等が行われた場合の税務上の取扱いについて
bunshokaito_hojin	140626-index	一般社団法人が行う証明書の発行に係る業務の収益事業の判定について
bunshokaito_hojin	140630-index	特定調停スキームに基づき策定された再建計画により債権放棄が行われた場合の税務上の取扱いについて
bunshokaito_hojin	140811-index	平成27年度インターハイ（大阪開催）において協賛者が支出する費用（プログラム協賛広告）の税務上の取扱いについて
bunshokaito_hojin	141112-index	持株会社を株式交換完全親法人とする株式交換における事業関連性の判定について
bunshokaito_hojin	141118-index	民活空港運営法に基づく公共施設等運営権実施契約により実施される更新投資の法人税法上の取扱いについて
bunshokaito_hojin	150223-index	非収益事業の用に供したアルミ板を処分した場合の法人税法上の取扱いについて
bunshokaito_hojin	150302-index	認可特定保険業者へ移行した後に会員が支払う会費の取扱い及び会員が給付を受ける保険金の所得区分について
bunshokaito_hojin	150330-index	中小企業再生支援全国本部の支援により「中小企業再生支援スキーム」に従って策定された再生計画に基づき債権放棄等が行われた場合の税務上の取扱いについて
bunshokaito_hojin	150408-index	相続があった年に遺産分割協議が行われた場合における共同相続人の消費税の納税義務の判定について
bunshokaito_hojin	150421-index	平成27年度インターハイ（滋賀県開催）において協賛者が支出する費用の税務上の取扱いについて
bunshokaito_hojin	150617-index	租税特別措置法第42条の12の4の適用における給与負担金の取扱いについて
bunshokaito_hojin	160106-index	「自然災害による被災者の債務整理に関するガイドライン」に基づき作成された調停条項に従い債権放棄が行われた場合の課税関係について
bunshokaito_hojin	160301-index	土地とともに取得した建物の取壊しに伴う補助金等の税務上の取扱いについて
bunshokaito_hojin	160303-index	国庫補助金等の交付事業年度後において固定資産等を取得等した場合の圧縮記帳の取扱いについて
bunshokaito_hojin	160315-index	一般社団法人（非営利型法人）の基金について放棄を受けた場合の法人税法上の取扱いについて
bunshokaito_hojin	160528-01	地方公共団体からの委託を受けて行う花壇の管理等の事業に係る法人税法上の収益事業の判定について
bunshokaito_hojin	160701-index	JCMクレジットの取引に係る税務上の取扱いについて
bunshokaito_hojin	160705-index	異なる商品間でのヘッジ及びロールオーバーを伴う取引に係る法人税法第61条の6《繰延ヘッジ処理による利益額又は損失額の繰延べ》の適用について
bunshokaito_hojin	161104-index	特定の資産の買換えの場合の課税の特例（第9号）における買換資産の範囲及び面積要件の判定について
bunshokaito_hojin	161107-index	ＮＰＯ法人が児童福祉法に基づく小規模保育事業の認可を受けて行う保育サービス事業に係る税務上の取扱いについて
bunshokaito_hojin	161219-index	固定資産の取得後に国庫補助金等を分割して受けた場合の圧縮記帳の取扱い及び国庫補助金等の範囲について
bunshokaito_hojin	170123-index	連結子法人の残余財産が確定した場合の事業年度と申告納税義務について
bunshokaito_hojin	170321-index	議決権のない株式を発行した場合の完全支配関係・支配関係について
bunshokaito_hojin	170330-index	医療法人が行う吸収合併の登記が遅れた場合の取扱いについて
bunshokaito_hojin	170626-index	RCCが貸付債権信託を活用して金融債権者等間調整を行う企業再生において「RCC企業再生スキーム Ⅱ 」に従って策定された再生計画により金融機関等が債務免除等を行った場合の税務上の取扱いについて（照会）
bunshokaito_hojin	170703-index	一般財団法人が設立時に寄附を受けた場合の課税関係
bunshokaito_hojin	170825-index	農業競争力強化支援法において債権放棄を伴う事業再編計画が認定された場合の資産評価損の計上に係る税務上の取扱いについて
bunshokaito_hojin	170921-index	遺伝性乳がん・卵巣がん症候群（HBOC）と診断された者が受けた乳房切除手術費用又は両側卵巣卵管切除手術費用に対する医療費控除の適用について
bunshokaito_hojin	171117-index	株主が個人である法人が適格合併を行った場合の未処理欠損金額の引継ぎについて（支配関係の継続により引継制限の判定をする場合）
bunshokaito_hojin	171129-index	グループ法人税制で繰り延べた譲渡利益の戻入の要否
bunshokaito_hojin	171212-index	株式の保有関係が変更している場合の支配関係の継続要件の判定について
bunshokaito_hojin	180126-index	合併法人の株主に公益財団法人が含まれている場合の支配関係の判定について
