doc_code	item_id	item_title
shitsugi_shohi	18-10	所有権移転外ファイナンス・リース取引における帳簿要件について
shitsugi_shohi	18-11	インターネットを通じて取引を行った場合の仕入税額控除の適用について
shitsugi_shohi	18-12	スキャナで読み取った電磁的記録の保存による仕入税額控除の適用について
shitsugi_shohi	19-01	債券・株式の課税仕入区分
shitsugi_shohi	19-02	商品券の印刷費に係る仕入税額控除
shitsugi_shohi	19-03	カタログの印刷や企業イメージ広告の課税仕入れ
shitsugi_shohi	19-04	薬品の仕入れについての仕入税額控除
shitsugi_shohi	19-05	建設現場で支出する交際費
shitsugi_shohi	19-06	株式の売買に伴う課税仕入れ
shitsugi_shohi	19-07	貸ビルを建設する土地の造成費
shitsugi_shohi	19-08	貸ビル建設予定地上の建物の撤去費用等
shitsugi_shohi	19-09	販売目的で取得した土地を資材置場として利用している場合の造成費
shitsugi_shohi	19-10	社宅に係る仕入税額控除
shitsugi_shohi	19-11	副次的に発生する非課税売上げがある場合の課税仕入れの区分
shitsugi_shohi	19-12	資産の譲渡等に該当しない取引のために要する課税仕入れの税額控除
shitsugi_shohi	19-13	被災者に対する自社製品等の提供
shitsugi_shohi	19-14	国外で行う土地の譲渡のために国内で要した費用
shitsugi_shohi	19-15	国外工事に要する課税仕入れ
shitsugi_shohi	19-16	加工せずに再輸出した場合の輸入機械に係る消費税
shitsugi_shohi	19-17	外債運用をしている投資信託の信託報酬、投資顧問料の取扱い
shitsugi_shohi	19-18	土地付建物の仲介手数料の仕入税額控除
shitsugi_shohi	19-19	課税売上高が5億円超の場合の仕入税額控除の計算
shitsugi_shohi	19-20	ＡＴＭの銀行間利用料に係る仕入税額控除
shitsugi_shohi	19-21	建物の一部が店舗用となっている居住用賃貸建物の取得に係る仕入税額控除の制限
shitsugi_shohi	19-22	居住用賃貸建物を取得後一定期間内に民泊サービスの用に供した場合
shitsugi_shohi	19-23	保有目的株式を取得した場合の用途区分
shitsugi_shohi	20-01	事業の区分の方法
shitsugi_shohi	20-02	簡易課税の事業区分について（フローチャート）
shitsugi_shohi	20-03	日本標準産業分類からみた事業区分(大分類－A農業、林業、B漁業、C鉱業、採石業、砂利採取業、D建設業)
shitsugi_shohi	20-04	日本標準産業分類からみた事業区分(大分類－E製造業)
shitsugi_shohi	20-05	日本標準産業分類からみた事業区分(大分類－F電気・ガス・熱供給・水道業、G情報通信業、H運輸業、郵便業)
shitsugi_shohi	20-06	日本標準産業分類からみた事業区分(大分類－I卸売業、小売業)
shitsugi_shohi	20-07	日本標準産業分類からみた事業区分(大分類－J金融業、保険業、K不動産業、物品賃貸業、L学術研究、専門・技術サービス業、M宿泊業、飲食サービス業)
shitsugi_shohi	20-08	日本標準産業分類からみた事業区分(大分類－N生活関連サービス業、娯楽業)
shitsugi_shohi	20-09	日本標準産業分類からみた事業区分(大分類－O教育、学習支援業、P医療・福祉、Q複合サービス事業、Rサービス業(他に分類されないもの))
shitsugi_shohi	20-10	事業の種類が区分されていない場合
shitsugi_shohi	20-11	デパートのテナント
shitsugi_shohi	20-12	飲食店で徴しているサービス料等の事業区分
shitsugi_shohi	20-13	プロスポーツ選手の事業区分
shitsugi_shohi	20-14	一企業の特定の部門のみの簡易課税制度の適用
shitsugi_shohi	20-15	加工賃その他これに類する料金を対価とする役務の提供を行う事業
shitsugi_shohi	20-16	製造小売と喫茶店を兼業している場合の取扱い
shitsugi_shohi	21-01	国等における消費税の還付金の取扱い
shitsugi_shohi	21-02	人件費に使途が特定されている補助金
shitsugi_shohi	21-03	免税期間における起債の償還元金に充てるための補助金の使途の特定について
shitsugi_shohi	21-04	繰上充用に伴う予算措置により受け入れた一般会計繰入金の使途の特定方法
shitsugi_shohi	21-05	公益法人等の申告単位
shitsugi_shohi	21-06	前年度繰越金の取扱い
shitsugi_shohi	21-07	繰越明許費の取扱い
shitsugi_shohi	21-08	国、地方公共団体等の申告期限の特例の適用
shitsugi_shohi	21-09	公益法人等における補助金等の使途の特定方法
shitsugi_shohi	21-10	令和元年10月1日前の借入金の返済に充てる補助金の交付を受けた場合
shitsugi_shohi	21-11	取戻し対象特定収入に係る特例（取戻し対象特定収入の判定）
shitsugi_shohi	21-12	取戻し対象特定収入に係る特例（控除対象外仕入れに係る調整対象額の計算）
shitsugi_shohi	21-14	値引きに補填される交付金
shitsugi_shohi	22-01	消費税における「事業」の定義
shitsugi_shohi	22-02	外国法人に対する法第12条の2第1項の適用の有無（設立1・2期目）
shitsugi_shohi	22-03	消費税課税事業者選択届出書の効力
shitsugi_shohi	22-04	個人事業者の法人成りの場合の課税売上高の判定
shitsugi_shohi	22-05	基準期間において免税事業者であった者の課税売上高の判定
shitsugi_shohi	22-06	課税売上高の範囲
shitsugi_shohi	22-07	公益社団法人等へ移行した場合の納税義務の判定
shitsugi_shohi	22-08	特定期間の課税売上高による免税事業者の判定
shitsugi_shohi	22-09	特定期間の給与等支払額の範囲
shitsugi_shohi	22-10	特定期間の判定
shitsugi_shohi	22-11	課税事業者選択の取りやめと簡易課税制度選択の制限
shitsugi_shohi	22-12	設立3期目の法人に対する納税義務の免除の特例
shitsugi_shohi	22-13	破産財団に属する課税資産の処分に係る納税義務者
shitsugi_shohi	22-14	高額特定資産を取得した場合の納税義務の免除の特例
shitsugi_shohi	22-15	特定新規設立法人の納税義務免除の特例
shitsugi_shohi	22-16	特定新規設立法人の納税義務免除の特例（特定要件の判定）
shitsugi_shohi	22-17	特定新規設立法人の納税義務免除の特例（特殊関係法人の範囲）
shitsugi_shohi	22-18	外国法人が設立３期目以降に国内において事業を開始した場合の法第12条の２第１項の適用の有無
shitsugi_shohi	23-01	非居住者が提出した「消費税課税事業者選択届出書」の適用開始課税期間
shitsugi_shohi	23-02	信託受益権を相続した場合の基準期間の課税売上高の算定
shitsugi_shohi	23-03	中間申告における法第42条、第43条の併用
shitsugi_shohi	23-04	中間申告額がマイナスとなる場合
shitsugi_shohi	23-06	非居住者である外国法人に係る申告手続等の方法
shitsugi_shohi	23-07	前課税期間の確定消費税額がない場合の任意の中間申告
shitsugi_shohi	23-08	任意の中間申告書を提出する旨の届出書の効力
shitsugi_shohi	24-01	匿名組合の出資者の持分の譲渡
shitsugi_shohi	24-02	外国の記念金貨の輸入販売
shitsugi_shohi	25-01	老人福祉センター等を経営する事業の取扱い
shitsugi_shohi	25-02	生活福祉資金貸付制度等における貸付業務を一部委託した場合の消費税の取扱い
shitsugi_shohi	25-03	共同生活援助に係る生活支援員の業務を受託した場合の消費税の取扱い
shitsugi_shohi	25-04	包括的支援事業の一部委託
shitsugi_shohi	25-05	障害者相談支援事業を受託した場合の消費税の取扱い
shitsugi_shohi	25-06	産後ケア事業を一部委託した場合の消費税の取扱い
shitsugi_shohi	25-07	放課後児童健全育成事業を委託した場合の消費税の取扱い
shitsugi_shohi	25-08	企業主導型保育施設の運営を委託した場合の消費税の取扱い
shitsugi_shohi	26-01	特定課税仕入れがある場合の納税義務の判定
