doc_code	item_id	item_title
shitsugi_hojin	28-06	事業計画の変更による再度の漁業補償金について5,000万円控除の特例の適用の可否
shitsugi_hojin	28-07	租税特別措置法第64条の２((収用等に伴い特別勘定を設けた場合の課税の特例))第１項 の「収用等のあつた日」について
shitsugi_hojin	29-01	賦課金の運用による付随収入の仮受経理
shitsugi_hojin	29-02	事業分量配当の対象となる剰余金
shitsugi_hojin	29-04	社会保険診療報酬とその他の収入とがある場合の共通経費（利子）の計算
shitsugi_hojin	29-05	社会保険診療に係る経費の額(寄附金の損金不算入額)
shitsugi_hojin	29-06	社会保険診療報酬の特例計算
shitsugi_hojin	29-07	農事組合法人が前期繰越剰余金の額を含む従事分量配当金額を組合員に支出する場合における法人税法第60条の２の適用について
shitsugi_hojin	30-01	法人税法施行令第119条第1項第4号の「他の株主等に損害を及ぼすおそれがないと認められる場合」について
shitsugi_hojin	30-02	株価が50％相当額を下回る場合における株価の回復可能性の判断基準について
shitsugi_hojin	30-03	評価損を計上した上場株式の時価が翌期に回復した場合の遡及是正について
shitsugi_hojin	30-04	株式交換により株式交換完全子法人が有する自己株式に対して交付を受けた株式交換完全親法人株式の取得価額について
shitsugi_hojin	30-05	外国子会社からの配当が外貨で行われた場合における子会社株式簿価減額特例の適用免除基準（2,000万円基準）について
shitsugi_hojin	31-01	恒久的施設を有しない外国法人が受領する銀行借入保証料
shitsugi_hojin	31-02	恒久的施設を有する外国法人の未収利息に係る所得税額控除
shitsugi_hojin	31-03	米国LLCに係る税務上の取扱い
shitsugi_hojin	32-01	確定申告書の提出期限の延長特例法人に係る無申告加算税
shitsugi_hojin	33-01	資本関係がグループ内で完結している場合の完全支配関係について
shitsugi_hojin	33-02	事業関連性要件における相互に関連するものについて
shitsugi_hojin	33-03	特定役員引継要件
shitsugi_hojin	33-04	事業規模要件における「これらに準ずるもの」
shitsugi_hojin	33-05	持株会社と事業会社が合併する場合の事業関連性の判定について
shitsugi_hojin	33-06	分割後に分割承継法人が上場する場合の株式継続保有要件について
shitsugi_hojin	33-07	企業グループ内の分割型分割における株式の保有関係について
