doc_code	item_id	item_title
taxanswer_hojin	5932	No.5932 租特透明化法の制定に伴う適用額明細書について
taxanswer_hotei	7400	No.7400 法定調書の提出義務者
taxanswer_hotei	7401	No.7401 法定調書の種類
taxanswer_hotei	7411	No.7411 「給与所得の源泉徴収票」の提出範囲と提出枚数等
taxanswer_hotei	7421	No.7421 「退職所得の源泉徴収票」の提出範囲と提出枚数等
taxanswer_hotei	7431	No.7431 「報酬、料金、契約金及び賞金の支払調書」の提出範囲と提出枚数等
taxanswer_hotei	7441	No.7441 「不動産の使用料等の支払調書」の提出範囲等
taxanswer_hotei	7442	No.7442 「不動産等の譲受けの対価の支払調書」の提出範囲等
taxanswer_hotei	7443	No.7443 「不動産等の売買又は貸付けのあっせん手数料の支払調書」の提出範囲等
taxanswer_hotei	7451	No.7451 法定調書を光ディスク等により提出する場合の手続
taxanswer_hotei	7452	No.7452 法定調書を本店等で一括して提出する場合の手続
taxanswer_hotei	7453	No.7453 e-Tax、光ディスク等又はクラウド等により提出できる法定調書の種類
taxanswer_hotei	7455	No.7455 法定調書の提出枚数が100枚以上の場合のe-Tax、光ディスク等又はクラウド等による提出義務
taxanswer_hotei	7456	No.7456 国外財産調書の提出義務
taxanswer_hotei	7457	No.7457 財産債務調書の提出義務
taxanswer_hyoka	4603	No.4603 宅地の評価単位
taxanswer_hyoka	4604	No.4604 路線価方式による宅地の評価
taxanswer_hyoka	4605	No.4605 地区の異なる2以上の路線に接する宅地の評価
taxanswer_hyoka	4606	No.4606 倍率方式による土地の評価
taxanswer_hyoka	4607	No.4607 特定路線価の設定の申出
taxanswer_hyoka	4609	No.4609 地積規模の大きな宅地の評価
taxanswer_hyoka	4611	No.4611 借地権の評価
taxanswer_hyoka	4612	No.4612 一般定期借地権の目的となっている宅地の評価
taxanswer_hyoka	4613	No.4613 貸宅地の評価
taxanswer_hyoka	4614	No.4614 貸家建付地の評価
taxanswer_hyoka	4617	No.4617 利用価値が著しく低下している宅地の評価
taxanswer_hyoka	4620	No.4620 無道路地の評価
taxanswer_hyoka	4621	No.4621 私道に沿接する宅地の評価
taxanswer_hyoka	4622	No.4622 私道の評価
taxanswer_hyoka	4623	No.4623 農地の評価
taxanswer_hyoka	4626	No.4626 生産緑地の評価
taxanswer_hyoka	4627	No.4627 貸駐車場として利用している土地の評価
taxanswer_hyoka	4628	No.4628 市街化調整区域内の雑種地の評価
taxanswer_hyoka	4629	No.4629 建築中の家屋の評価
taxanswer_hyoka	4632	No.4632 上場株式の評価
taxanswer_hyoka	4635	No.4635 気配相場等のある株式の評価
taxanswer_hyoka	4638	No.4638 取引相場のない株式の評価
taxanswer_hyoka	4641	No.4641 利付公社債・割引発行の公社債の評価
