doc_code	item_id	item_title
bunshokaito_gensen	010521-01	ソニー株式会社が発行する子会社連動株式に係る所得税及び法人税の取扱いについて（通知）
bunshokaito_gensen	090609-index	障害者等のマル優制度等を利用していた者が資格外となった場合の国債の利子の取扱いについて
bunshokaito_gensen	090617-index	米国国債の受渡不履行に係るフェイルチャージの所得税法上の取扱いについて
bunshokaito_gensen	100723-index	ノー・マイカーデー制度を利用する従業員等に対し、通勤手当に加えて通勤用定期乗車券が別途支給される場合の非課税となる通勤手当の限度額の取扱いについて
bunshokaito_gensen	101021-index	全国銀行内国為替制度の清算参加者から担保として差し入れられた公社債の利子に対する源泉徴収の要否について
bunshokaito_gensen	101224-index	永久劣後債に係る民間国外債等の利子の課税の特例（租税特別措置法第6条）の適用について
bunshokaito_gensen	110315-01	プレゼント付定期預金に係る賞品の課税上の取扱いについて
bunshokaito_gensen	110805-index	国内の金融商品取引所に上場する国外株式の配当金の取扱いについて
bunshokaito_gensen	110809-index	株式交換に反対する個人株主の株式が買取請求に基づき買い取られた場合の課税関係について
bunshokaito_gensen	111005-01	厚生年金保険の標準報酬月額を会社が誤って低く届け出たことによって減額される老齢厚生年金相当額を会社から補償金として受領する社員等の課税関係について
bunshokaito_gensen	111121-01	国外上場株式の税制適格ストックオプションの保管委託要件の適用について
bunshokaito_gensen	111207-index	投資信託振替制度に移行していない無記名の公募株式投資信託の受益証券の収益の分配に係る配当等に対する源泉徴収等の取扱いについて
bunshokaito_gensen	120309-index	県から奨学金の貸与を受けた医学生が医師免許取得後県内の医療機関に一定期間従事することによりその返還及び利息の支払に係る債務を免除された場合の課税関係について
bunshokaito_gensen	120417-01	従業員持株会を利用した信託型インセンティブプランに係る税務上の取扱いについて
bunshokaito_gensen	120920-index	利払停止条項付永久劣後債に係る民間国外債等の利子の課税の特例（租税特別措置法第6条第4項）の適用について
bunshokaito_gensen	121105-index	特定退職金共済団体の退職金共済規程への反社会的勢力排除条項の導入について
bunshokaito_gensen	121128-index	中途解任した役員に支払う会社法第339条第2項に基づく損害賠償金に対する源泉徴収の要否について
bunshokaito_gensen	131209-index	災害派遣手当の所得税の取扱いについて
bunshokaito_gensen	140314-01	破産財団を通じて株式をその発行会社に譲渡した場合の課税関係
bunshokaito_gensen	141106-index	既に退職所得の選択課税の申告書を提出している非居住者が退職手当等の追加支給を受けた場合の手続について
bunshokaito_gensen	1549-01	日雇港湾労働者に支払う給与に対する所得税の取扱いについて
bunshokaito_gensen	170428-index	受益者が外国法人である受益者等課税信託の信託財産に属する国内不動産の貸付けによる対価の支払に係る源泉徴収義務について
bunshokaito_gensen	180306-index	定年を延長した場合にその延長前の定年に達した従業員に支払った退職一時金の所得区分について
bunshokaito_gensen	651027-01	優先配当株式を普通株式とするために支払う補償金の取扱いについて
bunshokaito_gensen	910603-01	メキシコの電話会社テレフォノス・デ・メヒコ社株式に係るADR（米国預託証書）の課税上の取扱いについて
bunshokaito_gensenshotoku	201214-index	新型コロナウイルス感染症の影響により、永年勤続表彰の記念品として支給した旅行券の使用に係る報告期間等を延長した場合の課税上の取扱いについて
bunshokaito_gensenshotoku	210428-index	譲渡制限株式（自己株式）の取得対価を会社法第141条の規定に基づき供託した場合のみなし配当に係る源泉所得税の納期限について
bunshokaito_gensenshotoku	211111-index	定年を延長した場合に一部の従業員に対してその延長前の定年に達したときに支払う一時金の所得区分について
bunshokaito_gensenshotoku	221206-index	報酬の支払者がその受取者に交付する報酬明細書に、当該報酬の総額及び内書として消費税等の額を記載する場合の当該報酬に係る源泉徴収の取扱いについて
