doc_code	item_id	item_title
bunshokaito_joto-sanrin	121211-index	一筆の土地の共有持分を別個の時期に相続と売買により取得し当該土地の単独所有者となった者が当該土地を譲渡した場合における譲渡所得の取得費の計算について（共有持分に応じて概算取得費と実額による取得費を適用することの可否）
bunshokaito_joto-sanrin	130222-index	国内勤務期間のない中国及び台湾子会社の従業員（非居住者）が税制適格ストックオプションの行使により取得した株式を譲渡した場合の課税関係について
bunshokaito_joto-sanrin	130618-index	株式会社地域経済活性化支援機構が買取決定等を行った債権の債務者に係る事業再生計画に基づき債権放棄等が行われた場合の税務上の取扱いについて
bunshokaito_joto-sanrin	130626-index	株式会社東日本大震災事業者再生支援機構が買取決定等を行った債権の債務者に係る事業再生計画に基づき債権放棄等が行われた場合の税務上の取扱いについて
bunshokaito_joto-sanrin	150119-index	成年後見人が成年被後見人の所有する居住用不動産を売却するに当たり支払った家庭裁判所への居住用不動産処分許可申立手続に係る費用の税務上の取扱いについて
bunshokaito_joto-sanrin	151015-index	土地については交換契約を締結し建物については売買契約を締結した場合の所得税基本通達58-9の適用について
bunshokaito_joto-sanrin	151216-index	公社債の譲渡による所得の総収入金額の収入すべき時期の取扱いについて
bunshokaito_joto-sanrin	160315-index	容積率の異なる地域にまたがる一団の土地の上に2棟の中高層耐火共同住宅が建築される場合における租税特別措置法第37条の5の規定による買換えの特例の適用について
bunshokaito_joto-sanrin	220318-index	米国の永住権の放棄により所有する有価証券について譲渡があったものとみなされて外国所得税を課された場合の有価証券の取得費について
bunshokaito_joto-sanrin	220623-index	従業員持株会を通じて取得した譲渡制限付株式に係る譲渡制限解除後の特定口座への受入れ可否について
bunshokaito_joto-sanrin	221220-index	信託契約における残余財産の帰属権利者として取得した土地等の譲渡に係る租税特別措置法第35条第３項に規定する被相続人の居住用財産に係る譲渡所得の特別控除の特例の適用可否について
bunshokaito_joto-sanrin	230802-index	複数の固定資産を交換した場合の所得税法第58条に規定する交換の特例の適用について
bunshokaito_joto-sanrin	910603-01	メキシコの電話会社テレフォノス・デ・メヒコ社株式に係るADR（米国預託証書）の課税上の取扱いについて
bunshokaito_shohi	011115-01	市街地再開発事業による施設建築物及びその敷地を民事信託により信託した場合の税務上の取扱い
bunshokaito_shohi	031125-index	第15回全国生涯学習フェスティバル（まなびピア沖縄2003）の参加団体等が支出する費用の税務上の取扱いについて
bunshokaito_shohi	040331	第61回国民体育大会等において企業等が支出する費用の税務上の取扱いについて
bunshokaito_shohi	041104	第9回ロボカップ2005大阪世界大会に係る費用の税務上の取扱いについて
bunshokaito_shohi	041208-01	建設業法改正後の経営状況分析業務の手数料に係る消費税の取扱いについて
bunshokaito_shohi	050107-01	定期借地権の賃料の一部又は全部を前払いとして一括して授受した場合における税務上の取扱いについて
bunshokaito_shohi	050120-01	水道法改正後の簡易専用水道検査業務の手数料に係る消費税の取扱いについて
bunshokaito_shohi	050401-01	農業協同組合等が行う共済事業に係る事業実施方式の変更に伴う共済掛金等の消費税法上の取扱いについて
bunshokaito_shohi	050617	第23回全国都市緑化おおさかフェアへの参加者が支出する費用の税務上の取扱いについて
bunshokaito_shohi	050908-01	国際線から徴収する公共用飛行場の保安料に係る消費税法上の取扱いについて
bunshokaito_shohi	071219-01	PFI法に基づく刑務所の整備・運営事業契約によるPFI建設等事業費に係る法人税法及び消費税法上の取扱いについて
bunshokaito_shohi	080822	京都工業会館建設のために会員が支出する特別会費の法人税及び消費税の取扱いについて
bunshokaito_shohi	081225-01	預金連動型住宅ローンにおける契約者及び当行の課税関係について
