doc_code	item_id	title
asbj_accounting_standards	s0001	企業会計基準
asbj_accounting_standards	s0002	2013年
asbj_accounting_standards	s0003	改正企業会計基準第21号 「企業結合に関する会計基準」 改正企業会計基準第22号 「連結財務諸表に関する会計基準」 改正企業会計基準第7号 「事業分離等に関する会計基準」 改正企業会計基準第5号 「貸借対照表の純資産の部の表示に関する会計基準」 改正企業会計基準第6号 「株主資本等変動計算書に関する会計基準」 改正企業会計基準第25号 「包括利益の表示に関する会計基準」 改正企業会計基準第2号 「１株当たり当期純利益に関する会計基準」
asbj_accounting_standards	s0004	「企業会計基準及び修正国際基準の開発に係る適正手続に関する規則」
asbj_accounting_standards	s0005	公開草案
asbj_accounting_standards	s0006	2001年
asbj_accounting_standards	s0007	2002年
asbj_accounting_standards	s0008	2003年
asbj_accounting_standards	s0009	2004年
asbj_accounting_standards	s0010	2005年
asbj_accounting_standards	s0011	2006年
asbj_accounting_standards	s0012	2007年
asbj_accounting_standards	s0013	2008年
asbj_accounting_standards	s0014	2009年
asbj_accounting_standards	s0015	2010年
asbj_accounting_standards	s0016	2011年
asbj_accounting_standards	s0017	2012年
asbj_accounting_standards	s0018	2013年
asbj_accounting_standards	s0019	2014年
asbj_accounting_standards	s0020	2014年
asbj_accounting_standards	s0021	2015年
asbj_accounting_standards	s0022	2016年
asbj_accounting_standards	s0023	2016年
asbj_accounting_standards	s0024	2017年
asbj_accounting_standards	s0025	2017年
asbj_accounting_standards	s0026	2018年
asbj_accounting_standards	s0027	2018年
asbj_accounting_standards	s0028	2019年
asbj_accounting_standards	s0029	2020年
asbj_accounting_standards	s0030	2021年
asbj_accounting_standards	s0031	2022年
asbj_accounting_standards	s0032	2023年
asbj_accounting_standards	s0033	2024年
asbj_accounting_standards	s0034	2025年
asbj_accounting_standards	s0035	2026年
asbj_accounting_standards	s0036	中期運営方針
asbj_accounting_standards	s0037	現在開発中の会計基準に関する今後の計画
asbj_accounting_standards	s0038	企業会計基準委員会議事
asbj_accounting_standards	s0039	2026年1月20日（火）
asbj_accounting_standards	s0040	2026年1月20日（火）
asbj_accounting_standards	s0041	2026年2月3日（火）
asbj_accounting_standards	s0042	企業会計基準等ができるまで
asbj_accounting_standards	s0043	プロジェクト一覧
asbj_accounting_standards	s0044	子会社株式及び関連会社株式の減損とのれんの減損の関係
asbj_accounting_standards	s0045	修正国際基準（JMIS）
asbj_accounting_standards	s0046-part-01	金融商品に関する会計基準 (part 1/3)
asbj_accounting_standards	s0046-part-02	金融商品に関する会計基準 (part 2/3)
asbj_accounting_standards	s0046-part-03	金融商品に関する会計基準 (part 3/3)
asbj_accounting_standards	s0047	金融商品取引法上の「電子記録移転権利」又は資金決済法上の「暗号資産」に該当するICOトークンの発行・保有等に係る会計上の取扱い
asbj_accounting_standards	s0048	後発事象に関する会計基準
asbj_accounting_standards	s0049	継続企業に関する会計基準
asbj_accounting_standards	s0050	繰延資産に係る会計上の取扱い
asbj_accounting_standards	s0051	譲受人が特別目的会社である場合の金融資産の消滅範囲の明確化
asbj_accounting_standards	s0052	法人税等に関する会計基準
asbj_accounting_standards	s0053	排出量取引制度に係る会計上の取扱い
asbj_accounting_standards	s0054-part-01	「セグメント情報等の開示に関する会計基準」 (part 1/5)
asbj_accounting_standards	s0054-part-02	「セグメント情報等の開示に関する会計基準」 (part 2/5)
asbj_accounting_standards	s0054-part-03	「セグメント情報等の開示に関する会計基準」 (part 3/5)
asbj_accounting_standards	s0054-part-04	「セグメント情報等の開示に関する会計基準」 (part 4/5)
asbj_accounting_standards	s0054-part-05	「セグメント情報等の開示に関する会計基準」 (part 5/5)
asbj_accounting_standards	s0055	「現在開発中の会計基準に関する今後の計画」の改訂
asbj_accounting_standards	s0056-part-01	「リース取引に関する会計基準」 (part 1/2)
asbj_accounting_standards	s0056-part-02	「リース取引に関する会計基準」 (part 2/2)
asbj_accounting_standards	s0057-part-01	「会計上の見積りの開示に関する会計基準」 (part 1/2)
asbj_accounting_standards	s0057-part-02	「会計上の見積りの開示に関する会計基準」 (part 2/2)
asbj_accounting_standards	s0058	公表にあたって
asbj_accounting_standards	s0059-part-01	【参考】企業会計基準第21号（平成20年12月改正）からの改正点 (part 1/3)
asbj_accounting_standards	s0059-part-02	【参考】企業会計基準第21号（平成20年12月改正）からの改正点 (part 2/3)
asbj_accounting_standards	s0059-part-03	【参考】企業会計基準第21号（平成20年12月改正）からの改正点 (part 3/3)
asbj_accounting_standards	s0060-part-01	【参考】企業会計基準第22号（平成23年3月改正）からの改正点 (part 1/4)
asbj_accounting_standards	s0060-part-02	【参考】企業会計基準第22号（平成23年3月改正）からの改正点 (part 2/4)
asbj_accounting_standards	s0060-part-03	【参考】企業会計基準第22号（平成23年3月改正）からの改正点 (part 3/4)
asbj_accounting_standards	s0060-part-04	【参考】企業会計基準第22号（平成23年3月改正）からの改正点 (part 4/4)
asbj_accounting_standards	s0061-part-01	【参考】企業会計基準第7号（平成20年12月改正）からの改正点 (part 1/3)
asbj_accounting_standards	s0061-part-02	【参考】企業会計基準第7号（平成20年12月改正）からの改正点 (part 2/3)
asbj_accounting_standards	s0061-part-03	【参考】企業会計基準第7号（平成20年12月改正）からの改正点 (part 3/3)
asbj_accounting_standards	s0062-part-01	こちら (part 1/5)
asbj_accounting_standards	s0062-part-02	こちら (part 2/5)
asbj_accounting_standards	s0062-part-03	こちら (part 3/5)
asbj_accounting_standards	s0062-part-04	こちら (part 4/5)
asbj_accounting_standards	s0062-part-05	こちら (part 5/5)
asbj_accounting_standards	s0063	「『連結キャッシュ・フロー計算書等の作成基準』の一部改正」
asbj_accounting_standards	s0064	icon-file-text PDF版の資料のダウンロードはこちら
asbj_accounting_standards	s0065-part-01	「『税効果会計に係る会計基準』の一部改正」 (part 1/4)
asbj_accounting_standards	s0065-part-02	「『税効果会計に係る会計基準』の一部改正」 (part 2/4)
asbj_accounting_standards	s0065-part-03	「『税効果会計に係る会計基準』の一部改正」 (part 3/4)
asbj_accounting_standards	s0065-part-04	「『税効果会計に係る会計基準』の一部改正」 (part 4/4)
asbj_accounting_standards	s0066-part-01	「持分法に関する会計基準」 (part 1/2)
asbj_accounting_standards	s0066-part-02	「持分法に関する会計基準」 (part 2/2)
asbj_accounting_standards	s0067-part-01	「中間財務諸表に関する会計基準」 (part 1/3)
asbj_accounting_standards	s0067-part-02	「中間財務諸表に関する会計基準」 (part 2/3)
asbj_accounting_standards	s0067-part-03	「中間財務諸表に関する会計基準」 (part 3/3)
asbj_accounting_standards	s0068-part-01	「関連当事者の開示に関する会計基準」 (part 1/2)
asbj_accounting_standards	s0068-part-02	「関連当事者の開示に関する会計基準」 (part 2/2)
asbj_accounting_standards	s0069-part-01	「企業結合に関する会計基準」 (part 1/8)
asbj_accounting_standards	s0069-part-02	「企業結合に関する会計基準」 (part 2/8)
asbj_accounting_standards	s0069-part-03	「企業結合に関する会計基準」 (part 3/8)
asbj_accounting_standards	s0069-part-04	「企業結合に関する会計基準」 (part 4/8)
asbj_accounting_standards	s0069-part-05	「企業結合に関する会計基準」 (part 5/8)
asbj_accounting_standards	s0069-part-06	「企業結合に関する会計基準」 (part 6/8)
asbj_accounting_standards	s0069-part-07	「企業結合に関する会計基準」 (part 7/8)
asbj_accounting_standards	s0069-part-08	「企業結合に関する会計基準」 (part 8/8)
asbj_accounting_standards	s0070	「『研究開発費等に係る会計基準』の一部改正」
asbj_accounting_standards	s0071-part-01	「事業分離等に関する会計基準」 (part 1/9)
asbj_accounting_standards	s0071-part-02	「事業分離等に関する会計基準」 (part 2/9)
asbj_accounting_standards	s0071-part-03	「事業分離等に関する会計基準」 (part 3/9)
asbj_accounting_standards	s0071-part-04	「事業分離等に関する会計基準」 (part 4/9)
asbj_accounting_standards	s0071-part-05	「事業分離等に関する会計基準」 (part 5/9)
asbj_accounting_standards	s0071-part-06	「事業分離等に関する会計基準」 (part 6/9)
asbj_accounting_standards	s0071-part-07	「事業分離等に関する会計基準」 (part 7/9)
asbj_accounting_standards	s0071-part-08	「事業分離等に関する会計基準」 (part 8/9)
asbj_accounting_standards	s0071-part-09	「事業分離等に関する会計基準」 (part 9/9)
asbj_accounting_standards	s0072-part-01	「『中間連結財務諸表等の作成基準』の一部改正」 (part 1/2)
asbj_accounting_standards	s0072-part-02	「『中間連結財務諸表等の作成基準』の一部改正」 (part 2/2)
asbj_accounting_standards	s0073	「『連結キャッシュ・フロー計算書等の作成基準』の一部改正（その3）」
asbj_accounting_standards	s0074	「『税効果会計に係る会計基準』の一部改正（その2）」
asbj_accounting_standards	s0075-part-01	「自己株式及び準備金の額の減少等に関する会計基準」 (part 1/3)
asbj_accounting_standards	s0075-part-02	「自己株式及び準備金の額の減少等に関する会計基準」 (part 2/3)
asbj_accounting_standards	s0075-part-03	「自己株式及び準備金の額の減少等に関する会計基準」 (part 3/3)
asbj_accounting_standards	s0076	「役員賞与に関する会計基準」
