doc_code	item_id	title	snippet	text_url
fsa_kigyou_gijiroku	s0092-part-01	議事録 (part 1/3)	Note: This page is machine translated. Translated pages are not necessarily correct. Tweet 企業会計審議会第16回企画調整部会議事録 １．日時：平成…	text/fsa_kigyou_gijiroku/s0092-part-01.txt
fsa_kigyou_gijiroku	s0092-part-02	議事録 (part 2/3)	一方、国際会計基準については、今まで処理の面ばかり議論していましたが、いよいよ強制適用になると、表示様式や科目名等も気になるところです。しかし、どの程度詳細で具体的なガイドラインが存在しうるのかどうか、まだ定かではありません。 そこで、そ…	text/fsa_kigyou_gijiroku/s0092-part-02.txt
fsa_kigyou_gijiroku	s0092-part-03	議事録 (part 3/3)	その中で、２点ほど確認ですが、先ほどご説明頂いた資料２の丸ポチ２つ目の「任意適用の対象となる企業及び監査人の要件の明確化」のところで、この修正案では、「『国際的財務・事業活動を行っている企業』の連結財務諸表（及びその上場子会社の連結財務諸…	text/fsa_kigyou_gijiroku/s0092-part-03.txt
fsa_kigyou_gijiroku	s0093-part-01	議事録 (part 1/3)	Note: This page is machine translated. Translated pages are not necessarily correct. Tweet 平成12年８月23日 金融庁 企業会計審議会第１回企画調…	text/fsa_kigyou_gijiroku/s0093-part-01.txt
fsa_kigyou_gijiroku	s0093-part-02	議事録 (part 2/3)	それから、金融負債において、自らの信用リスクの変動を公正価値で測定し損益計算書で認識するという取扱いについては、何度も議論してきているんですが、先ほども言いましたように、７対３ということで、これを覆すことは基本的に不可能な状況になっており…	text/fsa_kigyou_gijiroku/s0093-part-02.txt
fsa_kigyou_gijiroku	s0093-part-03	議事録 (part 3/3)	それから、もう一つは、これは私は別の機会に短いコラムを書いたので、ここで特に申し上げるのは余り意味がないかもしれませんが、確かに先ほどおっしゃられたように、仮に金融商品、金融資産を全部時価評価したときに、負債の側が時価評価されていなければ…	text/fsa_kigyou_gijiroku/s0093-part-03.txt
fsa_kigyou_gijiroku	s0094-part-01	議事録 (part 1/5)	Note: This page is machine translated. Translated pages are not necessarily correct. Tweet 平成12年11月15日 金融庁 企業会計審議会第３回企画…	text/fsa_kigyou_gijiroku/s0094-part-01.txt
fsa_kigyou_gijiroku	s0094-part-02	議事録 (part 2/5)	もう一つ重要な点は、注記による開示でございますが、償却原価法による処理を認めたことによりまして、時価の情報が隠れてしまうことになりますので、注記においてこの処理の対象になった債券の時価を開示していただく。さらにリスク管理方針で、先ほど言い…	text/fsa_kigyou_gijiroku/s0094-part-02.txt
fsa_kigyou_gijiroku	s0094-part-03	議事録 (part 3/5)	このようにリース・バック取引がオペレーティング・リースに該当する場合の会計処理についても、取引実態に応じて明確にする必要があるかどうかという論点がございます。 次がフリーレントの賃貸人及び賃借人の会計処理です。 国際会計基準、米国基準では…	text/fsa_kigyou_gijiroku/s0094-part-03.txt
fsa_kigyou_gijiroku	s0094-part-04	議事録 (part 4/5)	国際会計基準では、無形資産は識別可能性、支配、将来の便益の三つの条件を満たしたときに計上されるとしておりますが、認識の困難性を伴うことが多いため、詳細な追加規定がございます。 我が国の会計実務では、繰延資産が計上されるということはまれであ…	text/fsa_kigyou_gijiroku/s0094-part-04.txt
fsa_kigyou_gijiroku	s0094-part-05	議事録 (part 5/5)	今回のその他の指摘事項関係では、会計士協会が相当いろいろ細かく言った面もあろうかと思いますけれども、リースにつきましては、２段階先の話というのもあるんですけれども、一応方向性として今のままでいいかという話をこの企画調整部会で早めに方向性だ…	text/fsa_kigyou_gijiroku/s0094-part-05.txt
fsa_kigyou_gijiroku	s0095-part-01	議事録 (part 1/4)	Note: This page is machine translated. Translated pages are not necessarily correct. Tweet 平成13年１月22日 金融庁 企業会計審議会第４回企画調…	text/fsa_kigyou_gijiroku/s0095-part-01.txt
