doc_code	item_id	title
fsa_kigyou_gijiroku	s0157-part-03	Machine translation English (part 3/5)
fsa_kigyou_gijiroku	s0157-part-04	Machine translation English (part 4/5)
fsa_kigyou_gijiroku	s0157-part-05	Machine translation English (part 5/5)
fsa_kigyou_gijiroku	s0158-part-01	Machine translation English (part 1/6)
fsa_kigyou_gijiroku	s0158-part-02	Machine translation English (part 2/6)
fsa_kigyou_gijiroku	s0158-part-03	Machine translation English (part 3/6)
fsa_kigyou_gijiroku	s0158-part-04	Machine translation English (part 4/6)
fsa_kigyou_gijiroku	s0158-part-05	Machine translation English (part 5/6)
fsa_kigyou_gijiroku	s0158-part-06	Machine translation English (part 6/6)
fsa_kigyou_gijiroku	s0159-part-01	Machine translation English (part 1/7)
fsa_kigyou_gijiroku	s0159-part-02	Machine translation English (part 2/7)
fsa_kigyou_gijiroku	s0159-part-03	Machine translation English (part 3/7)
fsa_kigyou_gijiroku	s0159-part-04	Machine translation English (part 4/7)
fsa_kigyou_gijiroku	s0159-part-05	Machine translation English (part 5/7)
fsa_kigyou_gijiroku	s0159-part-06	Machine translation English (part 6/7)
fsa_kigyou_gijiroku	s0159-part-07	Machine translation English (part 7/7)
fsa_kigyou_gijiroku	s0160-part-01	Machine translation English (part 1/6)
fsa_kigyou_gijiroku	s0160-part-02	Machine translation English (part 2/6)
fsa_kigyou_gijiroku	s0160-part-03	Machine translation English (part 3/6)
fsa_kigyou_gijiroku	s0160-part-04	Machine translation English (part 4/6)
fsa_kigyou_gijiroku	s0160-part-05	Machine translation English (part 5/6)
fsa_kigyou_gijiroku	s0160-part-06	Machine translation English (part 6/6)
fsa_kigyou_gijiroku	s0161-part-01	Machine translation English (part 1/5)
fsa_kigyou_gijiroku	s0161-part-02	Machine translation English (part 2/5)
fsa_kigyou_gijiroku	s0161-part-03	Machine translation English (part 3/5)
fsa_kigyou_gijiroku	s0161-part-04	Machine translation English (part 4/5)
fsa_kigyou_gijiroku	s0161-part-05	Machine translation English (part 5/5)
fsa_kigyou_gijiroku	s0162-part-01	Machine translation English (part 1/3)
fsa_kigyou_gijiroku	s0162-part-02	Machine translation English (part 2/3)
fsa_kigyou_gijiroku	s0162-part-03	Machine translation English (part 3/3)
fsa_kigyou_gijiroku	s0163-part-01	Machine translation English (part 1/3)
fsa_kigyou_gijiroku	s0163-part-02	Machine translation English (part 2/3)
fsa_kigyou_gijiroku	s0163-part-03	Machine translation English (part 3/3)
fsa_kigyou_gijiroku	s0164-part-01	Machine translation English (part 1/3)
fsa_kigyou_gijiroku	s0164-part-02	Machine translation English (part 2/3)
fsa_kigyou_gijiroku	s0164-part-03	Machine translation English (part 3/3)
fsa_kigyou_gijiroku	s0165-part-01	Machine translation English (part 1/4)
fsa_kigyou_gijiroku	s0165-part-02	Machine translation English (part 2/4)
fsa_kigyou_gijiroku	s0165-part-03	Machine translation English (part 3/4)
fsa_kigyou_gijiroku	s0165-part-04	Machine translation English (part 4/4)
fsa_kigyou_gijiroku	s0166-part-01	Machine translation English (part 1/3)
fsa_kigyou_gijiroku	s0166-part-02	Machine translation English (part 2/3)
fsa_kigyou_gijiroku	s0166-part-03	Machine translation English (part 3/3)
fsa_kigyou_gijiroku	s0167-part-01	Machine translation English (part 1/2)
fsa_kigyou_gijiroku	s0167-part-02	Machine translation English (part 2/2)
fsa_kigyou_gijiroku	s0168-part-01	Machine translation English (part 1/3)
fsa_kigyou_gijiroku	s0168-part-02	Machine translation English (part 2/3)
fsa_kigyou_gijiroku	s0168-part-03	Machine translation English (part 3/3)
fsa_kigyou_gijiroku	s0169-part-01	Machine translation English (part 1/3)
fsa_kigyou_gijiroku	s0169-part-02	Machine translation English (part 2/3)
fsa_kigyou_gijiroku	s0169-part-03	Machine translation English (part 3/3)
fsa_kigyou_gijiroku	s0170-part-01	Machine translation English (part 1/5)
fsa_kigyou_gijiroku	s0170-part-02	Machine translation English (part 2/5)
fsa_kigyou_gijiroku	s0170-part-03	Machine translation English (part 3/5)
fsa_kigyou_gijiroku	s0170-part-04	Machine translation English (part 4/5)
fsa_kigyou_gijiroku	s0170-part-05	Machine translation English (part 5/5)
fsa_kigyou_gijiroku	s0171-part-01	Machine translation English (part 1/3)
fsa_kigyou_gijiroku	s0171-part-02	Machine translation English (part 2/3)
fsa_kigyou_gijiroku	s0171-part-03	Machine translation English (part 3/3)
fsa_kigyou_gijiroku	s0172-part-01	Machine translation English (part 1/7)
fsa_kigyou_gijiroku	s0172-part-02	Machine translation English (part 2/7)
fsa_kigyou_gijiroku	s0172-part-03	Machine translation English (part 3/7)
fsa_kigyou_gijiroku	s0172-part-04	Machine translation English (part 4/7)
fsa_kigyou_gijiroku	s0172-part-05	Machine translation English (part 5/7)
fsa_kigyou_gijiroku	s0172-part-06	Machine translation English (part 6/7)
fsa_kigyou_gijiroku	s0172-part-07	Machine translation English (part 7/7)
fsa_kigyou_gijiroku	s0173-part-01	Machine translation English (part 1/7)
fsa_kigyou_gijiroku	s0173-part-02	Machine translation English (part 2/7)
fsa_kigyou_gijiroku	s0173-part-03	Machine translation English (part 3/7)
fsa_kigyou_gijiroku	s0173-part-04	Machine translation English (part 4/7)
