doc_code	item_id	title	snippet	text_url
fsa_kigyou_gijiroku	s0126-part-02	Machine translation English (part 2/7)	監査人が経営者の行った内部統制の評価結果を確認する場合に、一定の場合には、経営者が評価の際に選択したサンプルをそのまま利用することが可能であるということを明記してはどうかという対応案でございました。この点につきまして、前回の部会で、サンプ…	text/fsa_kigyou_gijiroku/s0126-part-02.txt
fsa_kigyou_gijiroku	s0126-part-03	Machine translation English (part 3/7)	また、もう１つの誤解は、背景となるガバナンス規制の問題です。日本では、会社法において求めているのは、少なくとも会社法の規定上で明文化されているのは、取締役会において業務の適正を確保する体制について決定しなさい、内部統制の基本方針を決定しな…	text/fsa_kigyou_gijiroku/s0126-part-03.txt
fsa_kigyou_gijiroku	s0126-part-04	Machine translation English (part 4/7)	問題は２番目、統制リスクの評価でございますけれども、ここに企業の全社的内部統制の評価、これは監査と内部統制監査ではレベルが異なりますが、元々会社がどのような企業理念を持っておられるかについて、財務諸表監査では理解することが求められていまし…	text/fsa_kigyou_gijiroku/s0126-part-04.txt
fsa_kigyou_gijiroku	s0126-part-05	Machine translation English (part 5/7)	先ほど冒頭にありましたように、監査かレビューかというのを固有名詞として財務諸表のように画然と区別できるかどうかという問題があって、ここでは巧妙に財務諸表においては「audit」と言いつつ、それ以外については「examination」とか「…	text/fsa_kigyou_gijiroku/s0126-part-05.txt
fsa_kigyou_gijiroku	s0126-part-06	Machine translation English (part 6/7)	ここで内部統制報告制度が導入から定着の段階に移り、せっかく負担が低くなりかけている時に、「監査」という言葉を「レビュー」という言葉へ転換することになりますと、また新たな導入コストがかかり、意図とは逆に企業への負担が増大するリスクが発生しま…	text/fsa_kigyou_gijiroku/s0126-part-06.txt
fsa_kigyou_gijiroku	s0126-part-07	Machine translation English (part 7/7)	「重要な欠陥」というのは開示していく中で問題点を明らかにして、この問題はもううちの会社としては十分に把握していると、把握しているから大丈夫なんだということを明らかにしていくことで市場の信頼を得ていくというものだったはずなのですが、制度が実…	text/fsa_kigyou_gijiroku/s0126-part-07.txt
fsa_kigyou_gijiroku	s0127-part-01	Machine translation English (part 1/5)	Note: This page is machine translated. Translated pages are not necessarily correct. Tweet 企業会計審議会第19回内部統制部会議事録 １．日時：平成…	text/fsa_kigyou_gijiroku/s0127-part-01.txt
fsa_kigyou_gijiroku	s0127-part-02	Machine translation English (part 2/5)	もう一つは、「重要な要改善事項」ということで、これのほうが前向きな感じも出るのではないかというご意見もあったわけでございます。他方、従来、「欠陥」については「是正」、それから「不備」については「改善」というような用語を基準の中で整理してご…	text/fsa_kigyou_gijiroku/s0127-part-02.txt
fsa_kigyou_gijiroku	s0127-part-03	Machine translation English (part 3/5)	資料６にございます前回までの部会でお示しをさせていただいている項目でなくなっているというものはございませんで、基本的にはそれに追加ないしは整理をさせていただいたというものでございます。 長くなりましたが、以上でございます。 ○八田部会長 …	text/fsa_kigyou_gijiroku/s0127-part-03.txt
fsa_kigyou_gijiroku	s0127-part-04	Machine translation English (part 4/5)	それから、６ページ目、それから事例の中で出てくる業務プロセスの評価手続の合理化ということなのですが、これは言葉が足りなくて、業務プロセスに係る内部統制という意味でとらえてよろしいのでしょうか。業務プロセスそのものを評価するということではな…	text/fsa_kigyou_gijiroku/s0127-part-04.txt
fsa_kigyou_gijiroku	s0127-part-05	Machine translation English (part 5/5)	それから、ＩＴ統制、資料５の５ページのポイントは何かと申しますと、通常であれば支社ベースで独立してシステムを持っている場合には、そこでＩＴ統制を行うというのが通常だが、独立のＩＴ統制をかける必要がない場合には、本部で集中的にやったほうが効…	text/fsa_kigyou_gijiroku/s0127-part-05.txt
fsa_kigyou_gijiroku	s0128-part-01	Machine translation English (part 1/4)	Note: This page is machine translated. Translated pages are not necessarily correct. Tweet 企業会計審議会第20回内部統制部会議事録 １．日時：平成…	text/fsa_kigyou_gijiroku/s0128-part-01.txt
