doc_code	item_id	title	snippet	text_url
jicpa_research_data	s0005	上場会社等における会計不正の動向（2019年版）	専門情報 専門情報一覧 経営研究調査会研究資料第６号「上場会社等における会計不正の動向（2019年版）」の公表について 専門情報 経営研究調査会研究資料第６号「上場会社等における会計不正の動向（2019年版）」の公表について 掲載日 20…	text/jicpa_research_data/s0005.txt
jicpa_research_data	s0006	上場会社等における会計不正の動向（2020 年版）	専門情報 専門情報一覧 経営研究調査会研究資料第７号「上場会社等における会計不正の動向（2020年版）」の公表について 専門情報 経営研究調査会研究資料第７号「上場会社等における会計不正の動向（2020年版）」の公表について 掲載日 20…	text/jicpa_research_data/s0006.txt
jicpa_research_data	s0007	非財務情報の充実と情報の結合性に関する 実務を踏まえた考察	専門情報 専門情報一覧 会計制度委員会研究資料第６号「非財務情報の充実と情報の結合性に関する 実務を踏まえた考察」の公表について 専門情報 会計制度委員会研究資料第６号「非財務情報の充実と情報の結合性に関する 実務を踏まえた考察」の公表に…	text/jicpa_research_data/s0007.txt
jicpa_research_data	s0008	上場会社等における会計不正の動向（2021 年版）	専門情報 専門情報一覧 経営研究調査会研究資料第８号「上場会社等における会計不正の動向（2021年版）」の公表について 専門情報 経営研究調査会研究資料第８号「上場会社等における会計不正の動向（2021年版）」の公表について 掲載日 20…	text/jicpa_research_data/s0008.txt
jicpa_research_data	s0009	医療法人会計基準に関する実務上のＱ＆Ａ	専門情報 専門情報一覧 「非営利法人委員会研究資料第７号「医療法人会計基準に関する実務上のＱ＆Ａ」の改正について」の公表について 専門情報 「非営利法人委員会研究資料第７号「医療法人会計基準に関する実務上のＱ＆Ａ」の改正について」の公表に…	text/jicpa_research_data/s0009.txt
jicpa_research_data	s0010	上場会社等における会計不正の動向（2022年版）	専門情報 専門情報一覧 経営研究調査会研究資料第９号「上場会社等における会計不正の動向（2022年版）」の公表について 専門情報 経営研究調査会研究資料第９号「上場会社等における会計不正の動向（2022年版）」の公表について 掲載日 20…	text/jicpa_research_data/s0010.txt
jicpa_research_data	s0011	ソフトウェア制作費等に係る会計処理及び開示に関する研究資料 ～DX環境下におけるソフトウェア関連取引への対応～	専門情報 専門情報一覧 会計制度委員会研究資料第７号「ソフトウェア制作費等に係る会計処理及び開示に関する研究資料 ～DX環境下におけるソフトウェア関連取引への対応～」及び「公開草案に対するコメントの概要及び対応」の公表について 専門情報 …	text/jicpa_research_data/s0011.txt
jicpa_research_data	s0012	上場会社等における会計不正の動向（2023年版）	専門情報 専門情報一覧 経営研究調査会研究資料第10号「上場会社等における会計不正の動向（2023年版）」の公表について 専門情報 経営研究調査会研究資料第10号「上場会社等における会計不正の動向（2023年版）」の公表について 掲載日 …	text/jicpa_research_data/s0012.txt
jicpa_research_data	s0013	Web3.0関連企業における監査受嘱上の課題に関する研究資料	専門情報 専門情報一覧 業種別委員会研究資料第２号「Web3.0関連企業における監査受嘱上の課題に関する研究資料」及び「公開草案に対するコメントの概要及び対応」の公表について 専門情報 業種別委員会研究資料第２号「Web3.0関連企業にお…	text/jicpa_research_data/s0013.txt
jicpa_research_data	s0014	上場会社等における会計不正の動向（2024年版）	専門情報 専門情報一覧 経営研究調査会研究資料第11号「上場会社等における会計不正の動向（2024年版）」の公表について 専門情報 経営研究調査会研究資料第11号「上場会社等における会計不正の動向（2024年版）」の公表について 掲載日 …	text/jicpa_research_data/s0014.txt
jicpa_research_data	s0015	上場会社等における会計不正の動向（2025年版）	専門情報 専門情報一覧 経営研究調査会研究資料第12号「上場会社等における会計不正の動向（2025年版）」の公表について 専門情報 経営研究調査会研究資料第12号「上場会社等における会計不正の動向（2025年版）」の公表について 掲載日 …	text/jicpa_research_data/s0015.txt
jicpa_research_data	s0016	非営利法人委員会研究報告第25号「非営利組織の会計枠組み構築に向けて」に関するヒアリング調査結果について	専門情報 専門情報一覧 非営利法人委員会研究資料第６号「非営利法人委員会研究報告第25号「非営利組織の会計枠組み構築に向けて」に関するヒアリング調査結果について」の公表について 専門情報 非営利法人委員会研究資料第６号「非営利法人委員会研…	text/jicpa_research_data/s0016.txt
