doc_code	item_id	title	snippet	text_url
jicpa_research_report	s0340	前書文	[page 1] 租税調査会研究報告第25号 「恒久的施設及び帰属主義への移行に関する論点整理」 の公表について 常務理事 勝野 成紀 日本公認会計士協会は、平成 24 年６月５日に開催されました常務理事会の承認を受 けて「租税調査会研究…	text/jicpa_research_report/s0340.txt
jicpa_research_report	s0341	前書文	[page 1] 租税調査会研究報告第26号 「外国事業体課税に関する最近の論点整理と今後の方向性」 の公表について 常務理事 勝野 成紀 日本公認会計士協会は、平成 24 年６月５日に開催されました常務理事会の承認を受 けて「租税調査会…	text/jicpa_research_report/s0341.txt
jicpa_research_report	s0342	前書文	[page 1] 租税調査会研究報告第27号 「中小企業の経営者に関係する相続税制と手続について」 の公表について 常務理事 勝野 成紀 日本公認会計士協会は、平成 25 年６月４日に開催されました常務理事会の承認を受 けて「租税調査会研…	text/jicpa_research_report/s0342.txt
jicpa_research_report	s0343	前書文	[page 1] 租税調査会研究報告第28号 「個人所得課税における課税最低限について」 の公表について 常務理事 中尾 健 日本公認会計士協会は、 平成 26 年４月 15 日に開催されました常務理事会の承認を受 けて「租税調査会研究報…	text/jicpa_research_report/s0343.txt
jicpa_research_report	s0344	前書文	[page 1] 租税調査会研究報告第29号 「組織再編等に係る会社と株主との取引をめぐる税務上の論点整理」 の公表について 常務理事 中尾 健 日本公認会計士協会は、平成 26 年９月３日に開催されました常務理事会の承認を受 けて「租税…	text/jicpa_research_report/s0344.txt
jicpa_research_report	s0345	前書文	[page 1] 租税調査会研究報告第 30 号 「非上場株式等の贈与税・相続税の納税猶予及び免除制度について ～平成 25 年度以降の税制改正を受けて～」の公表について 常務理事 中尾 健 日本公認会計士協会は、 平成 27 年３月 1…	text/jicpa_research_report/s0345.txt
jicpa_research_report	s0346	前書文	[page 1] 租税調査会研究報告第 31 号 「国境を越える電子商取引と消費税について」の公表について 常務理事 中尾 健 日本公認会計士協会は、 平成 28 年７月 25 日に開催されました常務理事会の承認を受 けて「租税調査会研究…	text/jicpa_research_report/s0346.txt
jicpa_research_report	s0347	前書文	[page 1] 租税調査会研究報告第 32 号 「法人税法上の包括的な租税回避否認規定の適用をめぐる実務上の問題点」 の公表について 常務理事 渡邊 芳樹 常務理事 中尾 健 日本公認会計士協会は、 平成 29 年３月 15 日に開催さ…	text/jicpa_research_report/s0347.txt
jicpa_research_report	s0348	前書文	[page 1] 租税調査会研究報告第 33 号 「取引相場のない株式の評価の実務上の論点整理」の公表について 常務理事 渡邊 芳樹 常務理事 中尾 健 日本公認会計士協会は、2018 年８月 21日に開催されました常務理事会の承認を受け…	text/jicpa_research_report/s0348.txt
jicpa_research_report	s0349	前書文	[page 1] 租税調査会研究報告第 34 号 「事業所得課税のための PE 帰属所得の算定の場面における 移転価格課税ルールの適用について」の公表について 常務理事 渡邊 芳樹 常務理事 中尾 健 日本公認会計士協会は、2019 年４…	text/jicpa_research_report/s0349.txt
jicpa_research_report	s0350	前書文	[page 1] 租税調査会研究報告第 35 号 「法人税法上の役員報酬の損金不算入規定の適用をめぐる 実務上の論点整理」の公表について 常務理事 佐藤 敏郎 常務理事 渡邊 芳樹 日本公認会計士協会は、2019 年７月 18日に開催され…	text/jicpa_research_report/s0350.txt
jicpa_research_report	s0351	前書文	[page 1] 租税調査会研究報告第 36 号 「我が国の資産課税の在り方に関する論点整理」の公表について 常務理事 佐藤 敏郎 常務理事 渡邊 芳樹 日本公認会計士協会は、2020年１月16日に開催されました常務理事会の承認を受けて …	text/jicpa_research_report/s0351.txt
