doc_code	item_id	title	snippet	text_url
jicpa_research_report	s0388	前書文	[page 1] 経営研究調査会研究報告第 57 号 「無形資産の評価実務－M&A 会計における評価と PPA 業務－」の公表について 常務理事 井上 浩一 常務理事 和貝 享介 日本公認会計士協会（経営研究調査会）は、平成 28 年６月…	text/jicpa_research_report/s0388.txt
jicpa_research_report	s0389	前書文	[page 1] 経営研究調査会研究報告第 58 号 「CSR 報告書にみるサプライチェーンにおける CSR 課題への取組と開示」 の公表について 常務理事 和貝 享介 常務理事 井上 浩一 日本公認会計士協会（経営研究調査会）は、平成 …	text/jicpa_research_report/s0389.txt
jicpa_research_report	s0390	前書文	[page 1] 経営研究調査会研究報告第 59 号 「長期的視点に立った投資家行動に有用な企業報告 ～非財務情報に焦点を当てた検討～」 の公表について 常務理事 岸上 恵子 常務理事 井上 浩一 日本公認会計士協会（経営研究調査会）は、…	text/jicpa_research_report/s0390.txt
jicpa_research_report	s0391	前書文	[page 1] 経営研究調査会研究報告第 60 号 「事業承継支援マニュアル」の公表について 常務理事 井上 浩一 常務理事 岸上 恵子 日本公認会計士協会（経営研究調査会）は、平成 29 年９月 15 日付けで経営研究調査 会研究報告…	text/jicpa_research_report/s0391.txt
jicpa_research_report	s0392	前書文	[page 1] 経営研究調査会研究報告第 61 号 「サステナビリティ報告におけるマテリアリティに関する現状と課題 －効果的な ESG 情報開示に向けて－」の公表について 常務理事 岸上 恵子 常務理事 井上 浩一 日本公認会計士協会（…	text/jicpa_research_report/s0392.txt
jicpa_research_report	s0393	前書文	[page 1] 経営研究調査会研究報告第 62 号 「早期着手による事業再生の有用性について」の公表について 常務理事 井上 浩一 常務理事 岸上 恵子 日本公認会計士協会（経営研究調査会）は、平成 30 年２月 20 日付けで経営研究…	text/jicpa_research_report/s0393.txt
jicpa_research_report	s0394	前書文	[page 1] 経営研究調査会研究報告第 63 号 「サステナビリティ報告書等における保証報告書の海外事例調査 ～ISAE3000 準拠の保証業務の検討～」の公表について 常務理事 岸上 恵子 常務理事 井上 浩一 日本公認会計士協会（…	text/jicpa_research_report/s0394.txt
jicpa_research_report	s0395	前書文	[page 1] 経営研究調査会研究報告第 64 号 「気候変動を知る－動き始めた資本市場・情報開示－」の公表について 常務理事 岸上 恵子 常務理事 井上 浩一 日本公認会計士協会（経営研究調査会）は、2019 年５月 10 日付けで経…	text/jicpa_research_report/s0395.txt
jicpa_research_report	s0396	前書文	[page 1] 経営研究調査会研究報告第 65 号 「近年の不正調査に関する課題と提言」の公表について 常務理事 井上 浩一 常務理事 岸上 恵子 日本公認会計士協会（経営研究調査会）は、2019 年７月２日付けで経営研究調査会 研究報…	text/jicpa_research_report/s0396.txt
jicpa_research_report	s0397	前書文	[page 1] 経営研究調査会研究報告第 66 号 「機械設備の評価実務」の公表について 常務理事 井上 浩一 常務理事 岸上 恵子 日本公認会計士協会（経営研究調査会）は、2019 年７月 12 日付けで経営研究調査会 研究報告第 6…	text/jicpa_research_report/s0397.txt
jicpa_research_report	s0398	前書文	[page 1] 経営研究調査会研究報告第 67 号 「グリーンボンドの基礎知識－公認会計士の関わり方－」の公表について 常務理事 岸上 恵子 常務理事 井上 浩一 日本公認会計士協会（経営研究調査会）は、2019 年７月 12 日付けで…	text/jicpa_research_report/s0398.txt
jicpa_research_report	s0399	前書文	[page 1] 経営研究調査会研究報告第 68 号「統合報告の事例研究」の公表について 常務理事 岸上 恵子 常務理事 井上 浩一 日本公認会計士協会（経営研究調査会）は、2019 年７月 12 日付けで経営研究調査 会研究報告第 68…	text/jicpa_research_report/s0399.txt
