doc_code	item_id	title	snippet	text_url
jicpa_research_report	s0436	教育研究経費と管理経費の区分に関するＱ＆Ａ	専門情報 専門情報一覧 学校法人会計問答集（Ｑ＆Ａ）第６号「教育研究経費と管理経費の区分について」の改正について 専門情報 学校法人会計問答集（Ｑ＆Ａ）第６号「教育研究経費と管理経費の区分について」の改正について 掲載日 2014年09月…	text/jicpa_research_report/s0436.txt
jicpa_research_report	s0437	株主代表訴訟に関するＱ＆Ａ	専門情報 専門情報一覧 法規委員会研究報告第４号「株主代表訴訟に関するＱ＆Ａ」の改正について 専門情報 法規委員会研究報告第４号「株主代表訴訟に関するＱ＆Ａ」の改正について 掲載日 2015年08月07日 号数 4号 常務理事 上林 三子…	text/jicpa_research_report/s0437.txt
jicpa_research_report	s0438	寄付金収入等の監査手続	専門情報 専門情報一覧 学校法人委員会研究報告第９号「寄付金収入等の監査手続」の改正について 専門情報 学校法人委員会研究報告第９号「寄付金収入等の監査手続」の改正について 掲載日 2015年11月12日 号数 9号 常務理事 柴 毅 日…	text/jicpa_research_report/s0438.txt
jicpa_research_report	s0439	会計監査人設置会社における会計監査人に関する事項に係る事業報告の記載例（中間報告）	専門情報 専門情報一覧 法規委員会研究報告第５号「会計監査人設置会社における会計監査人に関する事項に係る事業報告の記載例（中間報告）」の改正について 専門情報 法規委員会研究報告第５号「会計監査人設置会社における会計監査人に関する事項に係…	text/jicpa_research_report/s0439.txt
jicpa_research_report	s0440	固定資産税のあり方について	専門情報 専門情報一覧 「固定資産税のあり方について」の公表 専門情報 「固定資産税のあり方について」の公表 掲載日 2006年11月01日 号数 16号 常務理事 小見山 満 日本公認会計士協会は、平成18年11月１日に開催しました常務…	text/jicpa_research_report/s0440.txt
jicpa_research_report	s0441	外国事業体課税について（中間報告）	専門情報 専門情報一覧 「外国事業体課税について（中間報告）」の公表 専門情報 「外国事業体課税について（中間報告）」の公表 掲載日 2006年10月04日 号数 15号 常務理事 小見山 満 日本公認会計士協会は平成18年10月４日に開…	text/jicpa_research_report/s0441.txt
jicpa_research_report	s0442	非営利法人と寄附税制について－現行寄附税制と今後の動向－	専門情報 専門情報一覧 「非営利法人と寄附税制について−現行寄附税制と今後の動向−」 専門情報 「非営利法人と寄附税制について−現行寄附税制と今後の動向−」 掲載日 2005年11月09日 号数 14号 常務理事 小見山 満 租税調査会か…	text/jicpa_research_report/s0442.txt
jicpa_research_report	s0443	相続・贈与に係る税制について―相続税と贈与税の一体化の方向性―	専門情報 専門情報一覧 「相続・贈与に係る税制について—相続税と贈与税の一体化の方向性について」の公表について 専門情報 「相続・贈与に係る税制について—相続税と贈与税の一体化の方向性について」の公表について 掲載日 2004年12月06…	text/jicpa_research_report/s0443.txt
jicpa_research_report	s0444	新日米租税条約のポイントと実務上の課題	専門情報 専門情報一覧 「新日米租税条約のポイントと実務上の課題」の公表について 専門情報 「新日米租税条約のポイントと実務上の課題」の公表について 掲載日 2004年11月01日 号数 12号 常務理事 小見山 満 租税調査会からの答申…	text/jicpa_research_report/s0444.txt
jicpa_research_report	s0445	税務上の時価について－関係会社間の財・サービスの取引価格の研究－	専門情報 専門情報一覧 「税務上の時価について−関係会社間の財・サービスの取引価格の研究−」 専門情報 「税務上の時価について−関係会社間の財・サービスの取引価格の研究−」 掲載日 2004年05月17日 号数 11号 常務理事 小見山 …	text/jicpa_research_report/s0445.txt
jicpa_research_report	s0446	投資家向け情報としての環境情報開示の可能性	専門情報 専門情報一覧 経営研究調査会研究報告第27号「投資家向け情報としての環境情報開示の可能性」について 専門情報 経営研究調査会研究報告第27号「投資家向け情報としての環境情報開示の可能性」について 掲載日 2006年07月19日 …	text/jicpa_research_report/s0446.txt
jicpa_research_report	s0447	知的資産経営情報の開示と公認会計士の役割について	専門情報 専門情報一覧 経営研究調査会研究報告第29号「知的資産経営情報の開示と公認会計士の役割について」 専門情報 経営研究調査会研究報告第29号「知的資産経営情報の開示と公認会計士の役割について」 掲載日 2006年07月19日 号数…	text/jicpa_research_report/s0447.txt
